cod_mun;UF;Município;pop2019;pib2017milreais;export_fob_2019;import_fob_2019;pip_per_capita17;hierarquia_urbana07;hierarquia;voos_dom;voos_int;indice_proximidade;indice_intermediacao
3126752;MG;Franciscópolis ;5391;71282;733057;0;1257;Centro Local;1;0;0;0,32103299;0,00000000
3126802;MG;Frei Gaspar ;5880;52809;0;0;877;Centro Local;1;0;0;0,30507711;0,00000000
3126901;MG;Frei Inocêncio ;9611;93078;0;0;970;Centro Local;1;0;0;0,33742140;0,00009219
3126950;MG;Frei Lagonegro ;3478;33562;0;0;956;Centro Local;1;0;0;0,00000000;0,00000000
3127008;MG;Fronteira ;18103;1057313;0;0;6193;Centro Local;1;0;0;0,34355984;0,00001029
3127057;MG;Fronteira dos Vales ;4581;35766;0;0;756;Centro Local;1;0;0;0,30533491;0,00000000
3127073;MG;Fruta de Leite ;5369;39417;0;0;690;Centro Local;1;0;0;0,28665115;0,00000000
3127107;MG;Frutal ;59496;1842323;21619374;24229088;3135;Centro de Zona A;3;0;0;0,41023312;0,00139345
3127206;MG;Funilândia ;4349;51673;34418;0;1208;Centro Local;1;0;0;0,32086195;0,00000001
3127305;MG;Galiléia ;6817;83014;171536;0;1180;Centro Local;1;0;0;0,32998478;0,00000453
3127339;MG;Gameleiras ;5109;39050;0;0;744;Centro Local;1;0;0;0,36051616;0,00000000
3127354;MG;Glaucilândia ;3150;27287;0;0;864;Centro Local;1;0;0;0,29317899;0,00000000
3127370;MG;Goiabeira ;3353;36709;0;0;1103;Centro Local;1;0;0;0,25048526;0,00000000
3127388;MG;Goianá ;3966;58037;0;0;1469;Centro Local;1;66;0;0,29432528;0,00000001
3127404;MG;Gonçalves ;4350;59376;0;0;1346;Centro Local;1;0;0;0,27550450;0,00036921
3127503;MG;Gonzaga ;6158;48237;0;0;775;Centro Local;1;0;0;0,32674222;0,00000035
3127602;MG;Gouveia ;11825;129192;456963;269474;1071;Centro Local;1;0;0;0,36888314;0,00008062
3127701;MG;Governador Valadares ;279885;5886910;25835523;19019955;2096;Capital Regional C;6;28;0;0,44014942;0,01273612
3127800;MG;Grão Mogol ;15836;285688;665357;18750;1793;Centro Local;1;0;0;0,29319485;0,00000002
3127909;MG;Grupiara ;1388;27312;0;0;1926;Centro Local;1;0;0;0,31918026;0,00000000
3128006;MG;Guanhães ;34319;617546;0;0;1813;Centro de Zona A;3;0;0;0,37001638;0,00082742
3128105;MG;Guapé ;14245;242893;67118;0;1680;Centro Local;1;0;0;0,36116479;0,00002416
3128204;MG;Guaraciaba ;10324;85985;0;0;816;Centro Local;1;0;0;0,27804853;0,00000000
3128253;MG;Guaraciama ;4972;39092;0;0;782;Centro Local;1;0;0;0,27105421;0,00000000
3128303;MG;Guaranésia ;19021;431996;949769;13042704;2229;Centro Local;1;0;0;0,36208164;0,00007440
3128402;MG;Guarani ;8911;120099;520450;1488018;1328;Centro Local;1;0;0;0,37097878;0,00008372
3128501;MG;Guarará ;3796;46508;0;0;1181;Centro Local;1;0;0;0,30001107;0,00000000
3128600;MG;Guarda-Mor ;6580;340183;0;0;5050;Centro Local;1;0;0;0,32360141;0,00001312
3128709;MG;Guaxupé ;51917;1914080;799498073;6363568;3660;Centro de Zona A;3;0;0;0,37128374;0,00077489
3128808;MG;Guidoval ;7078;100867;0;0;1382;Centro Local;1;0;0;0,27575681;0,00000000
3128907;MG;Guimarânia ;8039;143724;0;62004;1806;Centro Local;1;0;0;0,32129943;0,00000918
3129004;MG;Guiricema ;8392;93273;0;0;1070;Centro Local;1;0;0;0,32422085;0,00000295
3129103;MG;Gurinhatã ;5639;130299;0;0;2187;Centro Local;1;0;0;0,27951111;0,00000000
3129202;MG;Heliodora ;6558;91429;0;0;1394;Centro Local;1;0;0;0,36092429;0,00007382
3129301;MG;Iapu ;11004;100488;0;0;917;Centro Local;1;0;0;0,32311911;0,00002783
3129400;MG;Ibertioga ;5021;65199;0;0;1266;Centro Local;1;0;0;0,27756440;0,00000036
3129509;MG;Ibiá ;25199;920285;13010825;3968082;3666;Centro Local;1;0;0;0,38309302;0,00014452
3129608;MG;Ibiaí ;8395;65984;0;0;786;Centro Local;1;0;0;0,28432041;0,00000000
3129657;MG;Ibiracatu ;5400;42359;0;0;687;Centro Local;1;0;0;0,26628673;0,00000000
3129707;MG;Ibiraci ;13828;624531;9344472;60476;4601;Centro Local;1;0;0;0,28606112;0,00000000
3129806;MG;Ibirité ;180204;2170053;14517405;5967087;1223;sem classificação;0;0;0;0,24312565;0,00000002
3129905;MG;Ibitiúra de Minas ;3488;49056;0;0;1387;Centro Local;1;0;0;0,26585569;0,00000000
3130002;MG;Ibituruna ;2989;36479;0;0;1209;Centro Local;1;0;0;0,28045121;0,00000000
3130051;MG;Icaraí de Minas ;11990;76107;0;0;643;Centro Local;1;0;0;0,27217033;0,00000000
3130101;MG;Igarapé ;43045;648111;2775620;513073;1576;sem classificação;0;0;0;0,28846666;0,00000301
3130200;MG;Igaratinga ;10860;340015;0;0;3224;Centro Local;1;0;0;0,32110907;0,00000013
3130309;MG;Iguatama ;7947;316747;5556630;23160376;3876;Centro Local;1;0;0;0,37102957;0,00022730
3130408;MG;Ijaci ;6550;334806;0;7541847;5183;Centro Local;1;0;0;0,27584101;0,00000000
3130507;MG;Ilicínea ;12375;183631;0;0;1486;Centro Local;1;0;0;0,27634732;0,00000002
3130556;MG;Imbé de Minas ;6903;60418;0;0;876;Centro Local;1;0;0;0,27767816;0,00000000
3130606;MG;Inconfidentes ;7328;95100;0;109668;1293;Centro Local;1;0;0;0,27803427;0,00000861
3130655;MG;Indaiabira ;7351;54942;0;0;730;Centro Local;1;0;0;0,32248468;0,00000000
3130705;MG;Indianópolis ;6891;438897;0;0;6449;Centro Local;1;0;0;0,31934952;0,00000000
3130804;MG;Ingaí ;2767;58624;0;0;2105;Centro Local;1;0;0;0,28045121;0,00000000
3130903;MG;Inhapim ;24140;290523;4396;0;1172;Centro Local;1;0;0;0,37446456;0,00111251
3131000;MG;Inhaúma ;6271;99776;0;9811;1599;Centro Local;1;0;0;0,32101398;0,00000082
3131109;MG;Inimutaba ;7515;79701;1919561;3050;1064;Centro Local;1;0;0;0,32109005;0,00000002
3131158;MG;Ipaba ;18607;147640;0;34921;803;sem classificação;0;0;0;0,32267667;0,00000006
3131208;MG;Ipanema ;19861;230036;0;0;1166;Centro de Zona B;2;0;0;0,37057295;0,00050801
3131307;MG;Ipatinga ;263410;9662783;231250188;383159516;3699;Capital Regional C;6;0;0;0,42337135;0,00615182
3131406;MG;Ipiaçu ;4221;97671;0;0;2279;Centro Local;1;0;0;0,28255656;0,00000002
3131505;MG;Ipuiúna ;10079;132850;0;0;1312;Centro Local;1;0;0;0,27799149;0,00000000
3131604;MG;Iraí de Minas ;6987;213513;0;0;3064;Centro Local;1;0;0;0,32325401;0,00000074
3131703;MG;Itabira ;120060;5220378;1003046550;114985662;4376;Centro de Zona A;3;0;0;0,37197173;0,00039006
3131802;MG;Itabirinha ;11512;97926;0;0;852;Centro Local;1;0;0;0,30593814;0,00001321
3131901;MG;Itabirito ;51875;3938104;141077281;8165963;7750;Centro Local;1;0;0;0,34610473;0,00005214
3132008;MG;Itacambira ;5385;58061;0;0;1080;Centro Local;1;0;0;0,29322657;0,00000018
3132107;MG;Itacarambi ;18153;189501;0;0;1027;Centro de Zona B;2;0;0;0,37345828;0,00003018
3132206;MG;Itaguara ;13358;268072;29693;0;2011;Centro Local;1;0;0;0,36848188;0,00015545
3132305;MG;Itaipé ;12760;86368;0;0;679;Centro Local;1;0;0;0,30526612;0,00000000
3132404;MG;Itajubá ;96869;3010826;107358174;150843378;3104;Centro Subregional B;4;0;0;0,37960499;0,00237628
3132503;MG;Itamarandiba ;34735;403726;0;0;1165;Centro Local;1;0;0;0,32352415;0,00001355
3132602;MG;Itamarati de Minas ;4355;56507;0;0;1295;Centro Local;1;0;0;0,27174731;0,00000000
3132701;MG;Itambacuri ;23211;259465;0;2449;1098;Centro Local;1;0;0;0,37438696;0,00010999
3132800;MG;Itambé do Mato Dentro ;2081;25765;0;0;1167;Centro Local;1;0;0;0,32076700;0,00000002
3132909;MG;Itamogi ;10192;168368;0;0;1603;Centro Local;1;0;0;0,36186407;0,00000013
3133006;MG;Itamonte ;15579;722636;225;40225701;4695;Centro de Zona B;2;0;0;0,27060762;0,00000136
3133105;MG;Itanhandu ;15331;420622;836039;1783840;2751;Centro Local;1;0;0;0,36159851;0,00086037
3133204;MG;Itanhomi ;12228;113449;0;0;915;Centro Local;1;0;0;0,30793705;0,00000128
3133303;MG;Itaobim ;21062;255007;0;0;1183;Centro Local;1;0;0;0,42005735;0,00099378
3133402;MG;Itapagipe ;15243;454891;23909235;3328932;3024;Centro Local;1;0;0;0,32560375;0,00000310
3133501;MG;Itapecerica ;21762;463498;17495107;1430824;2092;Centro Local;1;0;0;0,36770692;0,00041538
3133600;MG;Itapeva ;9783;302770;833897;5624246;3148;Centro Local;1;0;0;0,36133333;0,00000004
3133709;MG;Itatiaiuçu ;11146;960081;256685392;5007878;8745;Centro Local;1;0;0;0,32095695;0,00000003
3133758;MG;Itaú de Minas ;16108;509263;0;296607;3167;Centro Local;1;0;0;0,37009218;0,00023563
3133808;MG;Itaúna ;93214;3028868;97347212;25725484;3268;Centro de Zona B;2;0;0;0,36850694;0,00014320
3133907;MG;Itaverava ;5419;48365;137343;6574;850;Centro Local;1;0;0;0,32156630;0,00002778
3134004;MG;Itinga ;14990;122221;1161491;302710;807;Centro Local;1;0;0;0,36870748;0,00000539
3134103;MG;Itueta ;6051;81376;0;0;1330;Centro Local;1;0;0;0,32765083;0,00016423
3134202;MG;Ituiutaba ;104671;2895226;222875887;769189;2770;Centro Subregional B;4;0;0;0,38791870;0,00094330
3134301;MG;Itumirim ;6023;61590;0;0;991;Centro Local;1;0;0;0,36215422;0,00000000
3134400;MG;Iturama ;39263;1725281;187500318;348746;4483;Centro de Zona B;2;0;0;0,36596894;0,00045110
3134509;MG;Itutinga ;3788;83598;0;0;2129;Centro Local;1;0;0;0,36454130;0,00011892
3134608;MG;Jaboticatubas ;20143;205295;0;563;1050;Centro Local;1;0;0;0,32072904;0,00000000
3134707;MG;Jacinto ;12326;101960;0;34676;812;Centro Local;1;0;0;0,33176226;0,00000209
3134806;MG;Jacuí ;7686;109705;0;0;1405;Centro Local;1;0;0;0,27330947;0,00000000
3134905;MG;Jacutinga ;25979;633780;3075785;27285370;2490;Centro de Zona B;2;0;0;0,36307610;0,00002977
3135001;MG;Jaguaraçu ;3133;64937;0;0;2056;Centro Local;1;0;0;0,28754841;0,00000000
3135050;MG;Jaíba ;38909;555399;646187;28081;1464;Centro Local;1;0;0;0,32263825;0,00000001
3135076;MG;Jampruca ;5404;54381;0;0;1004;Centro Local;1;0;0;0,30566208;0,00000000
3135100;MG;Janaúba ;71648;1096609;66874450;1596492;1530;Centro Subregional B;4;0;0;0,37665045;0,00022114
3135209;MG;Januária ;67742;676244;0;0;986;Centro de Zona A;3;0;0;0,37430939;0,00021748
3135308;MG;Japaraíba ;4350;68001;109266;0;1578;Centro Local;1;0;0;0,32124230;0,00000018
3135357;MG;Japonvar ;7969;57654;0;0;664;Centro Local;1;0;0;0,37327824;0,00001559
3135407;MG;Jeceaba ;4912;769957;359891090;18209022;14781;Centro Local;1;0;0;0,32101398;0,00000000
3135456;MG;Jenipapo de Minas ;7692;69762;0;0;909;Centro Local;1;0;0;0,36039630;0,00000000
3135506;MG;Jequeri ;12386;145486;0;0;1131;Centro Local;1;0;0;0,27544849;0,00000000
3135605;MG;Jequitaí ;7531;78651;0;0;997;Centro Local;1;0;0;0,34493731;0,00003343
3135704;MG;Jequitibá ;5211;89207;0;0;1677;Centro Local;1;0;0;0,32086195;0,00000000
3135803;MG;Jequitinhonha ;25391;225088;0;0;881;Centro Local;1;0;0;0,37044631;0,00013228
3135902;MG;Jesuânia ;4787;64435;0;0;1316;Centro Local;1;0;0;0,36790660;0,00003271
3136009;MG;Joaíma ;15432;131813;93900;0;843;Centro de Zona B;2;0;0;0,30536932;0,00000123
3136108;MG;Joanésia ;4573;77119;0;0;1544;Centro Local;1;0;0;0,29817902;0,00000795
3136207;MG;João Monlevade ;79910;2589634;167630395;33712932;3254;Centro de Zona A;3;0;0;0,42116715;0,00372581
3136306;MG;João Pinheiro ;47452;1461889;37054425;0;2999;Centro de Zona B;2;0;0;0,37657195;0,00018264
3136405;MG;Joaquim Felício ;4695;40384;0;0;865;Centro Local;1;0;0;0,32302283;0,00000022
3136504;MG;Jordânia ;10812;82015;0;0;752;Centro Local;1;0;0;0,32601504;0,00000564
3136520;MG;José Gonçalves de Minas ;4501;44991;0;0;972;Centro Local;1;0;0;0,27086457;0,00000000
3136553;MG;José Raydan ;4995;54604;0;0;1116;Centro Local;1;0;0;0,32693932;0,00000153
3136579;MG;Josenópolis ;4867;36224;4772515;0;743;Centro Local;1;0;0;0,28666631;0,00000000
3136603;MG;Nova União ;5725;82160;86054;0;1416;Centro Local;1;0;0;0,32072904;0,00000000
3136652;MG;Juatuba ;26946;1201845;11503129;46957151;4645;sem classificação;0;0;0;0,32298433;0,00002933
3136702;MG;Juiz de Fora ;568873;15985712;75426450;689249576;2836;Capital Regional B;7;0;0;0,41669870;0,01108123
3136801;MG;Juramento ;4331;36755;0;0;843;Centro Local;1;0;0;0,29317899;0,00000000
3136900;MG;Juruaia ;10563;164661;33458;0;1592;Centro Local;1;0;0;0,27091872;0,00000000
3136959;MG;Juvenília ;5724;50159;0;0;856;Centro Local;1;0;0;0,33093174;0,00000005
3137007;MG;Ladainha ;18111;113190;0;0;624;Centro Local;1;0;0;0,30526612;0,00000000
3137106;MG;Lagamar ;7613;262696;0;0;3370;Centro Local;1;0;0;0,29219904;0,00000000
3137205;MG;Lagoa da Prata ;52165;1631037;20039614;13013658;3185;Centro de Zona B;2;0;0;0,36900872;0,00005942
3137304;MG;Lagoa dos Patos ;4102;44682;0;0;1052;Centro Local;1;0;0;0,00000000;0,00000000
3137403;MG;Lagoa Dourada ;13009;202557;0;0;1551;Centro Local;1;0;0;0,32147094;0,00000013
3137502;MG;Lagoa Formosa ;18052;321516;0;0;1769;Centro Local;1;0;0;0,37841234;0,00001263
3137536;MG;Lagoa Grande ;9532;228082;0;0;2416;Centro Local;1;0;0;0,29196294;0,00000000
3137601;MG;Lagoa Santa ;64527;1661110;37819641;308236652;2690;sem classificação;0;0;0;0,27221134;0,00000189
3137700;MG;Lajinha ;19923;313232;31293;12723;1543;Centro Local;1;0;0;0,33951391;0,00039213
3137809;MG;Lambari ;20814;333541;29402;1464315;1598;Centro de Zona B;2;0;0;0,37042100;0,00005249
3137908;MG;Lamim ;3391;40225;0;0;1150;Centro Local;1;0;0;0,32114712;0,00002048
3138005;MG;Laranjal ;6810;75710;0;0;1105;Centro Local;1;0;0;0,33117439;0,00002342
3138104;MG;Lassance ;6512;111982;235171;0;1680;Centro Local;1;0;0;0,36760716;0,00000078
3138203;MG;Lavras ;103773;2485868;16550760;8567045;2434;Centro Subregional A;5;0;0;0,38067144;0,00130559
3138302;MG;Leandro Ferreira ;3229;38520;0;0;1167;Centro Local;1;0;0;0,32122326;0,00000013
3138351;MG;Leme do Prado ;4918;50544;0;0;1011;Centro Local;1;0;0;0,32254225;0,00000188
3138401;MG;Leopoldina ;52587;1038715;47004;1810603;1947;Centro de Zona B;2;0;0;0,39161850;0,00132474
3138500;MG;Liberdade ;5069;81903;0;0;1547;Centro Local;1;0;0;0,29710026;0,00000000
3138609;MG;Lima Duarte ;16698;250830;0;0;1483;Centro Local;1;0;0;0,29796592;0,00000454
3138625;MG;Limeira do Oeste ;7536;342563;0;0;4575;Centro Local;1;0;0;0,27139352;0,00000000
3138658;MG;Lontra ;9661;65126;0;0;720;Centro Local;1;0;0;0,37348401;0,00002197
3138674;MG;Luisburgo ;6266;81982;239280;0;1279;Centro Local;1;0;0;0,27380652;0,00000000
3138682;MG;Luislândia ;6699;48544;0;0;719;Centro Local;1;0;0;0,33660415;0,00000195
3138708;MG;Luminárias ;5446;102482;2193557;0;1839;Centro Local;1;0;0;0,28045121;0,00000000
3138807;MG;Luz ;18215;491632;1233424;48520;2672;Centro Local;1;0;0;0,39800264;0,00062403
3138906;MG;Machacalis ;7111;74495;0;0;1029;Centro Local;1;0;0;0,33166075;0,00003413
3139003;MG;Machado ;42133;962423;4824744;4737393;2296;Centro de Zona B;2;0;0;0,36910924;0,00023786
3139102;MG;Madre de Deus de Minas ;5098;157369;0;7703;3054;Centro Local;1;0;0;0,28013231;0,00000149
3139201;MG;Malacacheta ;18650;181476;861910;0;947;Centro de Zona B;2;0;0;0,33188415;0,00009276
3139250;MG;Mamonas ;6543;47648;0;0;719;Centro Local;1;0;0;0,36755730;0,00000000
3139300;MG;Manga ;18407;187803;0;0;969;Centro de Zona B;2;0;0;0,37358699;0,00013881
3139409;MG;Manhuaçu ;90229;2385010;248999071;31192299;2692;Centro Subregional A;5;0;0;0,37701725;0,00201881
3139508;MG;Manhumirim ;22707;448031;89525972;0;1966;Centro Local;1;0;0;0,37240621;0,00037310
3139607;MG;Mantena ;27644;376826;8981;26534;1339;Centro de Zona B;2;0;0;0,37828029;0,00084956
3139706;MG;Maravilhas ;7976;115211;2909772;0;1463;Centro Local;1;0;0;0,32112810;0,00012648
3139805;MG;Mar de Espanha ;12814;170434;250;3637;1337;Centro Local;1;0;0;0,32796805;0,00041306
3139904;MG;Maria da Fé ;14095;157645;111253;0;1088;Centro Local;1;0;0;0,27565863;0,00000000
3140001;MG;Mariana ;60724;2897515;255592921;16833263;4841;Centro Local;1;0;0;0,37550229;0,00020213
3140100;MG;Marilac ;4115;42071;0;0;989;Centro Local;1;0;0;0,30574829;0,00000000
3140159;MG;Mário Campos ;15416;154894;64715;0;1033;sem classificação;0;0;0;0,24312565;0,00000002
3140209;MG;Maripá de Minas ;2973;57640;0;0;1935;Centro Local;1;0;0;0,30006090;0,00000003
3140308;MG;Marliéria ;4039;39015;0;0;945;Centro Local;1;0;0;0,28756367;0,00000002
3140407;MG;Marmelópolis ;2755;30952;0;0;1067;Centro Local;1;0;0;0,27518278;0,00000000
3140506;MG;Martinho Campos ;13388;320780;587297;5290;2387;Centro Local;1;0;0;0,37412853;0,00025402
3140530;MG;Martins Soares ;8417;135868;0;54818759;1663;Centro Local;1;0;0;0,32796805;0,00001339
3140555;MG;Mata Verde ;8586;62614;193279;57912;733;Centro Local;1;0;0;0,36880784;0,00000192
3140605;MG;Materlândia ;4459;44136;0;0;956;Centro Local;1;0;0;0,32097596;0,00000004
3140704;MG;Mateus Leme ;31086;692349;2206359;10790047;2257;sem classificação;0;0;0;0,32196745;0,00000242
3140803;MG;Matias Barbosa ;14468;505119;588414;26268238;3496;sem classificação;0;0;0;0,36454130;0,00009521
3140852;MG;Matias Cardoso ;11157;134028;77952;0;1219;Centro Local;1;0;0;0,32261905;0,00000000
3140902;MG;Matipó ;18908;240994;126183166;0;1274;Centro Local;1;0;0;0,32279197;0,00000234
3141009;MG;Mato Verde ;12459;119935;0;0;933;Centro Local;1;0;0;0,37420602;0,00051559
3141108;MG;Matozinhos ;37820;1003317;33411576;14721634;2687;sem classificação;0;0;0;0,36748254;0,00008617
3141207;MG;Matutina ;3749;62992;0;0;1638;Centro Local;1;0;0;0,27586909;0,00000000
3141306;MG;Medeiros ;3802;120845;0;0;3210;Centro Local;1;0;0;0,32128038;0,00000013
3141405;MG;Medina ;20820;215490;1881536;380791;1007;Centro Local;1;0;0;0,38761353;0,00008931
3141504;MG;Mendes Pimentel ;6446;56105;0;0;855;Centro Local;1;0;0;0,30567932;0,00000000
3141603;MG;Mercês ;10739;115996;0;0;1067;Centro Local;1;0;0;0,32623089;0,00000729
3141702;MG;Mesquita ;5605;45480;0;0;769;Centro Local;1;0;0;0,29817902;0,00000795
3141801;MG;Minas Novas ;31484;251113;0;0;785;Centro Local;1;0;0;0,36956225;0,00013207
3141900;MG;Minduri ;3894;67794;0;0;1708;Centro Local;1;0;0;0,29525522;0,00000172
3142007;MG;Mirabela ;13589;122792;0;0;895;Centro Local;1;0;0;0,37394784;0,00009133
3142106;MG;Miradouro ;10754;130090;0;0;1200;Centro Local;1;0;0;0,30188259;0,00001380
3142205;MG;Miraí ;15014;242541;15941;2170250;1623;Centro Local;1;0;0;0,32890345;0,00037083
3142254;MG;Miravânia ;4888;36848;0;0;754;Centro Local;1;0;0;0,27252615;0,00000004
3142304;MG;Moeda ;4919;59008;0;0;1190;Centro Local;1;0;0;0,32084295;0,00000000
3142403;MG;Moema ;7517;106929;314379;0;1421;Centro Local;1;0;0;0,36963786;0,00006013
3142502;MG;Monjolos ;2220;41278;871654;0;1774;Centro Local;1;0;0;0,27759283;0,00000000
3142601;MG;Monsenhor Paulo ;8688;195798;1603081;74172;2248;Centro Local;1;0;0;0,27264953;0,00000000
3142700;MG;Montalvânia ;14877;126220;0;0;809;Centro Local;1;0;0;0,37379310;0,00018962
3142809;MG;Monte Alegre de Minas ;21120;551616;2563;0;2615;Centro Local;1;0;0;0,36133333;0,00018817
3142908;MG;Monte Azul ;20854;190646;0;0;875;Centro Local;1;0;0;0,37578867;0,00025450
3143005;MG;Monte Belo ;13166;282967;14077884;945000;2103;Centro Local;1;0;0;0,36888314;0,00001510
3143104;MG;Monte Carmelo ;47809;1091759;18870447;0;2263;Centro de Zona B;2;0;0;0,38415196;0,00012776
3143153;MG;Monte Formoso ;4906;32087;0;0;650;Centro Local;1;0;0;0,27114913;0,00000000
3143203;MG;Monte Santo de Minas ;21524;357502;440307;337346;1629;Centro Local;1;0;0;0,36186407;0,00000013
3143302;MG;Montes Claros ;409341;8966059;253072420;132327445;2230;Capital Regional B;7;126;0;0,41469013;0,00429798
3143401;MG;Monte Sião ;23803;413046;13865;2789790;1762;Centro Local;1;0;0;0,36432076;0,00006976
3143450;MG;Montezuma ;8249;60269;0;0;738;Centro Local;1;0;0;0,36082817;0,00000000
3143500;MG;Morada Nova de Minas ;8863;272546;171;0;3076;Centro Local;1;0;0;0,32109005;0,00002616
3143609;MG;Morro da Garça ;2462;47266;0;0;1821;Centro Local;1;0;0;0,27753597;0,00000000
3143708;MG;Morro do Pilar ;3182;32575;0;0;976;Centro Local;1;0;0;0,32088094;0,00001403
3143807;MG;Munhoz ;6029;88176;0;33745;1408;Centro Local;1;0;0;0,26844973;0,00000002
3143906;MG;Muriaé ;108763;2100138;600;3475968;1935;Centro Subregional A;5;0;0;0,38535372;0,00306677
3144003;MG;Mutum ;26979;374253;548202;565;1360;Centro Local;1;0;0;0,32212053;0,00000009
3144102;MG;Muzambinho ;20569;415062;0;0;1974;Centro Local;1;0;0;0,36905897;0,00034500
3144201;MG;Nacip Raydan ;3220;27006;0;0;825;Centro Local;1;0;0;0,32676192;0,00001665
3144300;MG;Nanuque ;40750;643887;100510983;0;1541;Centro de Zona B;2;0;0;0,38557302;0,00089604
3144359;MG;Naque ;6996;68612;0;0;990;Centro Local;1;0;0;0,33271946;0,00000854
3144375;MG;Natalândia ;3311;43845;0;0;1296;Centro Local;1;0;0;0,27335082;0,00000000
3144409;MG;Natércia ;4730;67909;466429;0;1409;Centro Local;1;0;0;0,27784898;0,00000125
3144508;MG;Nazareno ;8608;205121;26142195;773442;2390;Centro Local;1;0;0;0,36322209;0,00003355
3144607;MG;Nepomuceno ;26769;444409;60318;2435774;1643;Centro Local;1;0;0;0,36810649;0,00002512
3144656;MG;Ninheira ;10295;75957;0;0;732;Centro Local;1;0;0;0,36186407;0,00000000
3144672;MG;Nova Belém ;3190;37655;0;0;1087;Centro Local;1;0;0;0,27449987;0,00000000
3144706;MG;Nova Era ;17578;321543;37334011;266078;1787;Centro Local;1;0;0;0,37235504;0,00019925
3144805;MG;Nova Lima ;94889;9112333;1821158667;43137019;9886;sem classificação;0;0;0;0,24289684;0,00000003
3144904;MG;Nova Módica ;3600;42531;0;0;1132;Centro Local;1;0;0;0,30569656;0,00000000
3145000;MG;Nova Ponte ;15545;773730;178154;773666;5181;Centro Local;1;0;0;0,33887708;0,00001954
3145059;MG;Nova Porteirinha ;7500;104528;0;0;1367;Centro Local;1;0;0;0,21478957;0,00000000
3145109;MG;Nova Resende ;16723;296654;137571;0;1782;Centro Local;1;0;0;0,27091872;0,00000000
3145208;MG;Nova Serrana ;102693;2602636;10350163;4482264;2749;Centro Local;1;0;0;0,41060606;0,00092741
3145307;MG;Novo Cruzeiro ;31331;233655;0;0;733;Centro Local;1;0;0;0,32926311;0,00001880
3145356;MG;Novo Oriente de Minas ;10755;81938;0;0;754;Centro Local;1;0;0;0,33143766;0,00001067
3145372;MG;Novorizonte ;5299;50751;232063;0;956;Centro Local;1;0;0;0,28665115;0,00000000
3145406;MG;Olaria ;1747;23437;0;0;1251;Centro Local;1;0;0;0,29788403;0,00000178
3145455;MG;Olhos-d'Água ;6096;120834;0;0;2033;Centro Local;1;0;0;0,30367548;0,00000092
3145505;MG;Olímpio Noronha ;2787;36587;0;0;1324;Centro Local;1;0;0;0,36130925;0,00001730
3145604;MG;Oliveira ;41687;848005;5659051;1902869;2024;Centro de Zona B;2;0;0;0,37733222;0,00039079
3145703;MG;Oliveira Fortes ;2133;30148;0;0;1382;Centro Local;1;0;0;0,25359098;0,00000000
3145802;MG;Onça de Pitangui ;3148;49111;0;0;1539;Centro Local;1;0;0;0,32088094;0,00000013
3145851;MG;Oratórios ;4655;53327;0;0;1132;Centro Local;1;0;0;0,27543450;0,00000000
3145877;MG;Orizânia ;8018;80582;0;0;1014;Centro Local;1;0;0;0,30024374;0,00000184
3145901;MG;Ouro Branco ;39500;3358283;215050540;376924157;8625;Centro Local;1;0;0;0,37189516;0,00011391
3146008;MG;Ouro Fino ;33639;657703;96312391;1253218;1951;Centro de Zona B;2;0;0;0,36366076;0,00043251
3146107;MG;Ouro Preto ;74281;4644423;313097636;7982770;6221;Centro Local;1;0;0;0,37910051;0,00032171
3146206;MG;Ouro Verde de Minas ;5934;46239;0;0;757;Centro Local;1;0;0;0,30507711;0,00000000
3146255;MG;Padre Carvalho ;6378;50312;0;0;794;Centro Local;1;0;0;0,28666631;0,00000000
3146305;MG;Padre Paraíso ;20154;168829;30688;0;837;Centro Local;1;0;0;0,37199726;0,00042984
3146404;MG;Paineiras ;4486;59775;0;0;1285;Centro Local;1;0;0;0,27554652;0,00000001
3146503;MG;Pains ;8283;311140;28658;0;3708;Centro Local;1;0;0;0,27452768;0,00000004
3146552;MG;Pai Pedro ;6089;43446;0;0;703;Centro Local;1;0;0;0,27353015;0,00036900
3146602;MG;Paiva ;1529;22169;0;0;1406;Centro Local;1;0;0;0,28394803;0,00000000
3146701;MG;Palma ;6616;68946;0;0;1021;Centro Local;1;0;0;0,32680133;0,00000035
3146750;MG;Palmópolis ;5507;47116;0;0;765;Centro Local;1;0;0;0,36728332;0,00001596
3146909;MG;Papagaios ;15674;250167;30499417;25042;1612;Centro Local;1;0;0;0,32112810;0,00012952
3147006;MG;Paracatu ;93158;3510748;802227993;36756574;3800;Centro de Zona B;2;0;0;0,38008415;0,00022610
3147105;MG;Pará de Minas ;93969;2744669;52477096;20031954;2960;Centro de Zona A;3;0;0;0,37904749;0,00037018
3147204;MG;Paraguaçu ;21513;476274;8256623;2693298;2207;Centro Local;1;0;0;0,36981441;0,00003303
3147303;MG;Paraisópolis ;21083;578419;9124757;4989801;2757;Centro de Zona B;2;0;0;0,36191239;0,00036698
3147402;MG;Paraopeba ;24540;565326;4639958;113129;2314;Centro Local;1;0;0;0,37343255;0,00026593
3147501;MG;Passabém ;1649;19721;0;0;1139;Centro Local;1;0;0;0,32084295;0,00000000
3147600;MG;Passa Quatro ;16344;376173;4759;589498;2284;Centro Local;1;0;0;0,36150203;0,00002078
