cod_mun;UF;Município;pop2019;pib2017milreais;export_fob_2019;import_fob_2019;pip_per_capita17;hierarquia_urbana07;hierarquia;voos_dom;voos_int;indice_proximidade;indice_intermediacao
1100015;RO;Alta Floresta D'Oeste ;22945;498864;198695;13294;1961;Centro Local;1;0;0;0,30416971;0,00000000
1100023;RO;Ariquemes ;107863;2296074;38002769;738809;2139;Centro Subregional B;4;0;0;0,41714770;0,00720614
1100031;RO;Cabixi ;5312;138894;137660;0;2232;Centro Local;1;0;0;0,23445949;0,00000000
1100049;RO;Cacoal ;85359;2127523;20514957;53854;2404;Centro Subregional B;4;25;0;0,40565826;0,00138341
1100056;RO;Cerejeiras ;16323;448524;97838806;59259;2501;Centro de Zona B;2;0;0;0,30626660;0,00073794
1100064;RO;Colorado do Oeste ;15882;340047;7879;9474;1841;Centro Local;1;0;0;0,30624929;0,00036900
1100072;RO;Corumbiara ;7391;330393;0;0;3816;Centro Local;1;0;0;0,23446963;0,00000000
1100080;RO;Costa Marques ;18331;215992;0;0;1241;Centro Local;1;0;0;0,30425508;0,00000025
1100098;RO;Espigão D'Oeste ;32374;577982;7418209;0;1750;Centro Local;1;0;0;0,30434050;0,00000000
1100106;RO;Guajará-Mirim ;46174;804570;7918716;1096586;1696;Centro de Zona B;2;0;0;0,30405026;0,00000291
1100114;RO;Jaru ;51775;1413628;75360555;1469;2530;Centro de Zona A;3;0;0;0,40468902;0,00153432
1100122;RO;Ji-Paraná ;128969;3026759;75647347;1444659;2281;Centro Subregional A;5;26;0;0,42937495;0,00399290
1100130;RO;Machadinho D'Oeste ;39991;607111;13074893;0;1572;Centro Local;1;0;0;0,30233726;0,00000172
1100148;RO;Nova Brasilândia D'Oeste ;20474;360966;0;45000;1660;Centro Local;1;0;0;0,30447728;0,00000004
1100155;RO;Ouro Preto do Oeste ;36035;777713;1709861;152482;1956;Centro de Zona B;2;0;0;0,40862485;0,00484365
1100189;RO;Pimenta Bueno ;36660;1076411;57292828;53659348;2829;Centro Local;1;0;0;0,41066828;0,00188975
1100205;RO;Porto Velho ;529544;16514535;124311100;910657971;3179;Capital Regional B;7;200;0;0,42974945;0,01004559
1100254;RO;Presidente Médici ;18986;415050;0;5920466;1876;Centro Local;1;0;0;0,40638824;0,00120115
1100262;RO;Rio Crespo ;3764;106320;0;0;2777;Centro Local;1;0;0;0,00000000;0,00000000
1100288;RO;Rolim de Moura ;55058;1297525;223634433;106273;2273;Centro de Zona A;3;0;0;0,30459706;0,00020813
1100296;RO;Santa Luzia D'Oeste ;6495;158612;0;0;1935;Centro Local;1;0;0;0,30418678;0,00017381
1100304;RO;Vilhena ;99854;2555582;288300576;1279450;2672;Centro Subregional B;4;30;0;0,42734369;0,00180104
1100320;RO;São Miguel do Guaporé ;23005;649904;37588024;0;2688;Centro Local;1;0;0;0,30454571;0,00000038
1100338;RO;Nova Mamoré ;30583;473026;0;0;1637;Centro Local;1;0;0;0,30062677;0,00000000
1100346;RO;Alvorada D'Oeste ;14411;262692;0;0;1569;Centro Local;1;0;0;0,30418678;0,00000002
1100379;RO;Alto Alegre dos Parecis ;13241;335440;0;0;2388;Centro Local;1;0;0;0,23349991;0,00000000
1100403;RO;Alto Paraíso ;21428;319784;156303;0;1529;Centro Local;1;0;0;0,30319982;0,00000089
1100452;RO;Buritis ;39654;666233;722085;92452;1706;Centro Local;1;0;0;0,29445320;0,00000025
1100502;RO;Novo Horizonte do Oeste ;8538;168303;0;0;1674;Centro Local;1;0;0;0,30447728;0,00000004
1100601;RO;Cacaulândia ;6230;140788;0;0;2179;Centro Local;1;0;0;0,29437324;0,00000000
1100700;RO;Campo Novo de Rondônia ;14139;276532;0;0;1909;Centro Local;1;0;0;0,29442121;0,00000000
1100809;RO;Candeias do Jamari ;26693;538155;0;0;2130;Centro Local;1;0;0;0,29438922;0,00000000
1100908;RO;Castanheiras ;3052;111483;0;0;3140;Centro Local;1;0;0;0,28903584;0,00000000
1100924;RO;Chupinguaia ;11182;280763;89077118;0;2650;Centro Local;1;0;0;0,29991147;0,00000000
1100940;RO;Cujubim ;25215;324023;0;0;1444;Centro Local;1;0;0;0,30325071;0,00000013
1101005;RO;Governador Jorge Teixeira ;7767;182629;0;0;1874;Centro Local;1;0;0;0,28811397;0,00000000
1101104;RO;Itapuã do Oeste ;10458;160828;3877069;0;1560;Centro Local;1;0;0;0,34038812;0,00000987
1101203;RO;Ministro Andreazza ;9660;218099;0;0;2029;Centro Local;1;0;0;0,28860490;0,00000000
1101302;RO;Mirante da Serra ;10947;212397;0;0;1733;Centro Local;1;0;0;0,30196668;0,00000002
1101401;RO;Monte Negro ;15852;268258;1182870;0;1657;Centro Local;1;0;0;0,29442121;0,00000000
1101435;RO;Nova União ;6970;121495;0;0;1564;Centro Local;1;0;0;0,30194986;0,00000000
1101450;RO;Parecis ;6074;102393;0;0;1734;Centro Local;1;0;0;0,00000000;0,00000000
1101468;RO;Pimenteiras do Oeste ;2169;99026;0;0;4109;Centro Local;1;0;0;0,23446963;0,00000000
1101476;RO;Primavera de Rondônia ;2856;63356;0;0;1857;Centro Local;1;0;0;0,29113176;0,00000000
1101484;RO;São Felipe D'Oeste ;5172;91138;0;0;1520;Centro Local;1;0;0;0,29120997;0,00000000
1101492;RO;São Francisco do Guaporé ;20266;341413;0;0;1734;Centro Local;1;0;0;0,30444307;0,00000024
1101500;RO;Seringueiras ;11856;240537;0;0;1901;Centro Local;1;0;0;0,30444307;0,00000024
1101559;RO;Teixeirópolis ;4308;83415;0;0;1692;Centro Local;1;0;0;0,30415264;0,00000000
1101609;RO;Theobroma ;10444;184817;0;0;1628;Centro Local;1;0;0;0,30205083;0,00000000
1101708;RO;Urupá ;11467;208989;0;0;1595;Centro Local;1;0;0;0,33300565;0,00001786
1101757;RO;Vale do Anari ;11204;150777;0;0;1352;Centro Local;1;0;0;0,30205083;0,00000000
1101807;RO;Vale do Paraíso ;6825;140728;0;0;1749;Centro Local;1;0;0;0,29010330;0,00000000
1200013;AC;Acrelândia ;15256;229627;0;0;1598;Centro Local;1;0;0;0,30598995;0,00000784
1200054;AC;Assis Brasil ;7417;91741;0;0;1313;Centro Local;1;0;0;0,28502314;0,00000000
1200104;AC;Brasiléia ;26278;387911;4542600;376035;1566;Centro de Zona B;2;0;0;0,28502314;0,00000000
1200138;AC;Bujari ;10266;158298;0;0;1638;Centro Local;1;0;0;0,28511310;0,00000000
1200179;AC;Capixaba ;11733;170986;0;0;1535;Centro Local;1;0;0;0,28502314;0,00000000
1200203;AC;Cruzeiro do Sul ;88376;1287722;0;205139;1559;Centro Subregional B;4;29;0;0,28545847;0,00185100
1200252;AC;Epitaciolândia ;18411;435911;11260525;140429;2514;Centro Local;1;0;0;0,00000000;0,00000000
1200302;AC;Feijó ;34780;350870;0;0;1084;Centro Local;1;0;0;0,28511310;0,00000000
1200328;AC;Jordão ;8317;78628;0;0;1001;Centro Local;1;0;0;0,00000000;0,00000000
1200336;AC;Mâncio Lima ;18977;194418;0;0;1086;Centro Local;1;0;0;0,22207654;0,00000000
1200344;AC;Manoel Urbano ;9459;135599;4356281;0;1526;Centro Local;1;0;0;0,00000000;0,00000000
1200351;AC;Marechal Thaumaturgo ;18867;195343;0;0;1091;Centro Local;1;0;0;0,22207654;0,00000000
1200385;AC;Plácido de Castro ;19761;241198;0;0;1303;Centro Local;1;0;0;0,28499316;0,00000003
1200393;AC;Porto Walter ;11982;112709;0;0;993;Centro Local;1;0;0;0,22207654;0,00000000
1200401;AC;Rio Branco ;407319;8151494;8563723;1237977;2126;Capital Regional C;6;0;0;0,39850011;0,01012517
1200427;AC;Rodrigues Alves ;18930;185007;0;0;1031;Centro Local;1;0;0;0,22207654;0,00000000
1200435;AC;Santa Rosa do Purus ;6540;71271;0;0;1144;Centro Local;1;0;0;0,00000000;0,00000000
1200450;AC;Senador Guiomard ;23024;359758;0;0;1669;Centro Local;1;0;0;0,28503813;0,00000014
1200500;AC;Sena Madureira ;45848;500512;0;0;1160;Centro de Zona B;2;143;0;0,37220162;0,00076537
1200609;AC;Tarauacá ;42567;470838;0;0;1176;Centro de Zona B;2;0;0;0,28511310;0,00000000
1200708;AC;Xapuri ;19323;231297;2848666;0;1273;Centro Local;1;0;0;0,28502314;0,00000000
1200807;AC;Porto Acre ;18504;229923;0;0;1317;Centro Local;1;0;0;0,28496320;0,00000000
1300029;AM;Alvarães ;16041;159093;0;0;1000;Centro Local;1;0;0;0,24599464;0,00000000
1300060;AM;Amaturá ;11536;80789;0;0;719;Centro Local;1;0;0;0,24606165;0,00000000
1300086;AM;Anamã ;13614;108109;0;0;833;Centro Local;1;0;0;0,24598348;0,00000000
1300102;AM;Anori ;21010;192852;0;0;955;Centro Local;1;0;0;0,24598348;0,00000000
1300144;AM;Apuí ;21973;193460;0;0;904;Centro Local;1;0;0;0,30415264;0,00005261
1300201;AM;Atalaia do Norte ;19921;141142;0;0;741;Centro Local;1;0;0;0,00000000;0,00000000
1300300;AM;Autazes ;39565;327908;0;5805978;853;Centro Local;1;0;0;0,24598348;0,00000004
1300409;AM;Barcelos ;27502;160472;0;26427;578;Centro Local;1;0;0;0,24597232;0,00000000
1300508;AM;Barreirinha ;32041;239532;0;0;759;Centro Local;1;0;0;0,24599464;0,00000000
1300607;AM;Benjamin Constant ;42984;279664;2000;0;677;Centro Local;1;0;0;0,24606165;0,00000000
1300631;AM;Beruri ;19679;141404;0;0;745;Centro Local;1;0;0;0,24600581;0,00000018
1300680;AM;Boa Vista do Ramos ;19207;125587;0;0;679;Centro Local;1;0;0;0,24599464;0,00000000
1300706;AM;Boca do Acre ;34308;364600;415974;0;1067;Centro Local;1;0;0;0,28496320;0,00000000
1300805;AM;Borba ;41161;295945;517913;1609341;731;Centro Local;1;0;0;0,30323375;0,00004736
1300839;AM;Caapiranga ;13081;142324;0;0;1110;Centro Local;1;0;0;0,24597232;0,00000000
1300904;AM;Canutama ;15629;102951;0;0;665;Centro Local;1;0;0;0,24596115;0,00000000
1301001;AM;Carauari ;28294;285495;0;0;1007;Centro de Zona B;2;22;0;0,24599464;0,00000000
1301100;AM;Careiro ;37869;272381;0;0;728;Centro Local;1;0;0;0,30583456;0,00017982
1301159;AM;Careiro da Várzea ;30225;313218;0;0;1073;Centro Local;1;0;0;0,24596115;0,00000000
1301209;AM;Coari ;85097;1320621;0;5840898;1558;Centro Local;1;58;0;0,24610634;0,00000061
1301308;AM;Codajás ;28637;464071;0;0;1668;Centro Local;1;0;0;0,24610634;0,00000061
1301407;AM;Eirunepé ;35273;433725;0;0;1243;Centro de Zona B;2;9;0;0,00000000;0,00000000
1301506;AM;Envira ;20033;148680;0;0;763;Centro Local;1;0;0;0,00000000;0,00000000
1301605;AM;Fonte Boa ;17609;167327;0;0;851;Centro Local;1;0;0;0,24606165;0,00000000
1301654;AM;Guajará ;16678;115818;0;0;709;Centro Local;1;0;0;0,28417134;0,00001877
1301704;AM;Humaitá ;55080;555210;111522;9673459;1040;Centro Local;1;0;0;0,30676930;0,00000776
1301803;AM;Ipixuna ;29689;139858;0;0;494;Centro Local;1;0;0;0,22207654;0,00000000
1301852;AM;Iranduba ;48296;704369;6433659;114510;1486;Centro Local;1;0;0;0,24594999;0,00000000
1301902;AM;Itacoatiara ;101337;1978815;76154854;1557794;1982;Centro de Zona A;3;0;0;0,31451285;0,00106850
1301951;AM;Itamarati ;7851;93772;0;0;1154;Centro Local;1;0;0;0,00000000;0,00000000
1302009;AM;Itapiranga ;9148;107576;0;0;1179;Centro Local;1;0;0;0,24601698;0,00000009
1302108;AM;Japurá ;2755;61964;0;0;1474;Centro Local;1;0;0;0,24597232;0,00000000
1302207;AM;Juruá ;14712;99727;0;0;715;Centro Local;1;0;0;0,24599464;0,00000000
1302306;AM;Jutaí ;14317;218279;0;0;1379;Centro Local;1;0;0;0,24606165;0,00000000
1302405;AM;Lábrea ;46069;494952;0;0;1103;Centro de Zona B;2;6;0;0,30318286;0,00005556
1302504;AM;Manacapuru ;97377;1525165;1389101;5202;1581;Centro Local;1;0;0;0,24601698;0,00000035
1302553;AM;Manaquiri ;32105;235922;0;0;781;Centro Local;1;0;0;0,24597232;0,00000003
1302603;AM;Manaus ;2182763;73201651;597371851;10129708024;3436;Metrópole;9;931;68;0,32615237;0,01669652
1302702;AM;Manicoré ;55751;495942;0;0;907;Centro Local;1;0;0;0,30321678;0,00000000
1302801;AM;Maraã ;18224;154283;0;0;833;Centro Local;1;0;0;0,24597232;0,00000000
1302900;AM;Maués ;63905;458903;1034031;0;738;Centro Local;1;10;0;0,24597232;0,00000000
1303007;AM;Nhamundá ;21173;142087;0;0;680;Centro Local;1;0;0;0,26840985;0,00000000
1303106;AM;Nova Olinda do Norte ;37378;234152;0;304177;643;Centro Local;1;0;0;0,30325071;0,00000228
1303205;AM;Novo Airão ;19454;131530;0;0;708;Centro Local;1;0;0;0,24596115;0,00000000
1303304;AM;Novo Aripuanã ;25644;183026;381602;180;729;Centro Local;1;0;0;0,30325071;0,00000166
1303403;AM;Parintins ;114273;1092092;39688;0;959;Centro Subregional B;4;33;0;0,31438515;0,00026538
1303502;AM;Pauini ;19426;150716;0;0;769;Centro Local;1;0;0;0,00000000;0,00000000
1303536;AM;Presidente Figueiredo ;36279;444819;62367841;2130597;1287;Centro Local;1;0;0;0,24610634;0,00000007
1303569;AM;Rio Preto da Eva ;33347;383824;0;720992;1199;Centro Local;1;0;0;0,24599464;0,00000000
1303601;AM;Santa Isabel do Rio Negro ;25156;122622;0;0;516;Centro Local;1;0;0;0,24597232;0,00000000
1303700;AM;Santo Antônio do Içá ;21602;172544;0;0;748;Centro Local;1;0;0;0,24606165;0,00000000
1303809;AM;São Gabriel da Cachoeira ;45564;313522;0;5537853;704;Centro Local;1;13;0;0,24597232;0,00000000
1303908;AM;São Paulo de Olivença ;39299;235365;0;0;619;Centro Local;1;0;0;0,24606165;0,00000000
1303957;AM;São Sebastião do Uatumã ;14020;101554;0;0;757;Centro Local;1;0;0;0,24599464;0,00000000
1304005;AM;Silves ;9171;96289;3573997;0;1045;Centro Local;1;0;0;0,24599464;0,00000000
1304062;AM;Tabatinga ;65844;461733;0;0;726;Centro de Zona A;3;24;0;0,24606165;0,00000000
1304104;AM;Tapauá ;17156;338818;0;0;1890;Centro Local;1;0;0;0,24598348;0,00000010
1304203;AM;Tefé ;59849;744800;497727;302419;1201;Centro Subregional B;4;34;0;0,24612870;0,00000157
1304237;AM;Tonantins ;18755;123792;0;0;659;Centro Local;1;0;0;0,24606165;0,00000000
1304260;AM;Uarini ;13540;186400;0;0;1388;Centro Local;1;0;0;0,24599464;0,00000000
1304302;AM;Urucará ;16256;298060;191111;0;1757;Centro Local;1;0;0;0,24600581;0,00000005
1304401;AM;Urucurituba ;23065;142872;0;0;645;Centro Local;1;0;0;0,23930416;0,00000000
1400027;RR;Amajari ;12796;163220;0;0;1412;Centro Local;1;0;0;0,22367118;0,00000000
1400050;RR;Alto Alegre ;15510;278084;0;0;1745;Centro Local;1;0;0;0,22367118;0,00000000
1400100;RR;Boa Vista ;399213;8939317;78173251;9257883;2692;Capital Regional C;6;91;0;0,28809866;0,00271174
1400159;RR;Bonfim ;12409;267087;439139;0;2236;Centro Local;1;0;0;0,22368041;0,00000000
1400175;RR;Cantá ;18335;247837;0;0;1468;Centro Local;1;0;0;0,22367118;0,00000000
1400209;RR;Caracaraí ;21926;350653;122114;0;1685;Centro Local;1;0;0;0,24612870;0,00001001
1400233;RR;Caroebe ;10169;163048;0;0;1718;Centro Local;1;0;0;0,30342048;0,00091436
1400282;RR;Iracema ;11950;151293;0;0;1393;Centro Local;1;0;0;0,23413538;0,00000003
1400308;RR;Mucajaí ;17853;300036;1304461;0;1780;Centro Local;1;0;0;0,24613987;0,00001501
1400407;RR;Normandia ;11290;148517;0;0;1411;Centro Local;1;0;0;0,22368041;0,00000000
1400456;RR;Pacaraima ;17401;171774;1030717;24866;1388;Centro Local;1;0;0;0,24608400;0,00000031
1400472;RR;Rorainópolis ;30163;531363;157669;0;1883;Centro Local;1;0;0;0,24611752;0,00000501
1400506;RR;São João da Baliza ;8201;155122;0;0;2004;Centro Local;1;0;0;0,23413538;0,00000001
1400605;RR;São Luiz ;7986;119354;0;0;1571;Centro Local;1;0;0;0,23413538;0,00000001
1400704;RR;Uiramutã ;10559;116530;0;0;1185;Centro Local;1;0;0;0,00000000;0,00000000
1500107;PA;Abaetetuba ;157698;1337194;70309528;42478;872;Centro Subregional B;4;0;0;0,30062677;0,00000172
1500131;PA;Abel Figueiredo ;7434;80635;1228296;50360;1115;Centro Local;1;0;0;0,31067293;0,00000129
1500206;PA;Acará ;55591;932152;0;0;1723;Centro Local;1;0;0;0,30042681;0,00000000
1500305;PA;Afuá ;39218;358261;0;0;939;Centro Local;1;0;0;0,30062677;0,00006843
1500347;PA;Água Azul do Norte ;27430;442902;44673309;0;1660;Centro Local;1;0;0;0,31409365;0,00000818
1500404;PA;Alenquer ;56789;609244;0;0;1103;Centro Local;1;0;0;0,26844973;0,00000178
1500503;PA;Almeirim ;34109;666049;110083017;5275356;2006;Centro de Zona A;3;8;0;0,31436692;0,00000970
1500602;PA;Altamira ;114594;2500591;789187;57746;2244;Centro Subregional B;4;47;0;0,39590942;0,00068036
1500701;PA;Anajás ;29277;204720;0;0;719;Centro Local;1;0;0;0,30057675;0,00000000
1500800;PA;Ananindeua ;530598;6979135;104679265;2774866;1352;sem classificação;0;0;0;0,38789093;0,00073420
1500859;PA;Anapu ;27890;351203;964735;0;1296;Centro Local;1;0;0;0,33647877;0,00000413
1500909;PA;Augusto Corrêa ;45998;332775;4102628;0;744;Centro Local;1;0;0;0,30151313;0,00000217
1500958;PA;Aurora do Pará ;31338;277393;0;0;910;Centro Local;1;0;0;0,33473320;0,00000489
1501006;PA;Aveiro ;16388;144717;0;0;907;Centro Local;1;0;0;0,26854283;0,00000000
1501105;PA;Bagre ;30673;176241;0;0;591;Centro Local;1;0;0;0,30037686;0,00000003
1501204;PA;Baião ;47446;356591;0;0;773;Centro Local;1;0;0;0,30051009;0,00000010
1501253;PA;Bannach ;3286;76463;0;0;2389;Centro Local;1;0;0;0,26844973;0,00000000
1501303;PA;Barcarena ;124680;4815194;1720501349;443175536;3973;sem classificação;0;0;0;0,30051009;0,00000146
1501402;PA;Belém ;1492745;30238484;193265516;271792945;2082;Metrópole;9;1009;55;0,42917096;0,03027999
1501451;PA;Belterra ;17732;158064;0;0;916;Centro Local;1;0;0;0,26622133;0,00000000
1501501;PA;Benevides ;62737;1393885;9118301;7560101;2285;sem classificação;0;0;0;0,29736106;0,00037010
1501576;PA;Bom Jesus do Tocantins ;16981;164626;0;0;997;Centro Local;1;0;0;0,31944363;0,00001553
1501600;PA;Bonito ;16286;136234;0;0;860;Centro Local;1;20;0;0,30144605;0,00000025
1501709;PA;Bragança ;127686;1115895;15544945;6420;899;Centro Subregional B;4;0;0;0,30169775;0,00000365
1501725;PA;Brasil Novo ;15086;240049;0;0;1634;Centro Local;1;0;0;0,33549985;0,00000154
1501758;PA;Brejo Grande do Araguaia ;7380;80570;0;0;1122;Centro Local;1;0;0;0,26627364;0,00000000
1501782;PA;Breu Branco ;66046;580334;93562646;602089;904;Centro Local;1;0;0;0,33904667;0,00001837
1501808;PA;Breves ;102701;743286;607447;0;744;Centro Subregional B;4;11;0;0,31471374;0,00013562
1501907;PA;Bujaru ;29132;498805;24058;0;1761;Centro Local;1;0;0;0,30044346;0,00000091
1501956;PA;Cachoeira do Piriá ;33900;188108;0;0;571;Centro Local;1;0;0;0,30720399;0,00000222
1502004;PA;Cachoeira do Arari ;23767;172478;0;0;746;Centro Local;1;0;0;0,30114457;0,00000039
1502103;PA;Cametá ;137890;1183525;181173;15884;883;Centro Subregional B;4;0;0;0,30054342;0,00000042
1502152;PA;Canaã dos Carajás ;37085;4087532;4930518723;77638037;11346;Centro Local;1;0;0;0,34528891;0,00010432
1502202;PA;Capanema ;69027;967351;70689;171;1441;Centro Subregional B;4;0;0;0,35872659;0,00125139
1502301;PA;Capitão Poço ;54303;453986;1463866;0;859;Centro de Zona B;2;0;0;0,30166416;0,00000104
1502400;PA;Castanhal ;200793;3757159;130652479;9259163;1924;Centro Subregional A;5;0;0;0,42244739;0,00633909
1502509;PA;Chaves ;23717;181401;0;0;786;Centro Local;1;0;0;0,23609357;0,00000059
1502608;PA;Colares ;12085;79043;0;0;672;Centro Local;1;0;0;0,30049343;0,00000242
1502707;PA;Conceição do Araguaia ;47864;559361;0;0;1201;Centro de Zona A;3;0;0;0,35667281;0,00028094
1502756;PA;Concórdia do Pará ;33318;292354;0;0;902;Centro Local;1;0;0;0,30122826;0,00000108
1502764;PA;Cumaru do Norte ;13473;275435;0;0;2104;Centro Local;1;0;0;0,26842314;0,00000000
1502772;PA;Curionópolis ;17929;859809;202401697;187479;4926;Centro Local;1;0;0;0,34918181;0,00022272
1502806;PA;Curralinho ;34448;630977;0;0;1884;Centro Local;1;0;0;0,30042681;0,00000030
1502855;PA;Curuá ;14393;120940;0;0;864;Centro Local;1;0;0;0,26624748;0,00000000
1502905;PA;Curuçá ;40066;276234;729903;0;709;Centro Local;1;0;0;0,30109438;0,00000081
1502939;PA;Dom Eliseu ;59719;679818;9936624;3222;1171;Centro Local;1;0;0;0,38182459;0,00006401
1502954;PA;Eldorado do Carajás ;33808;359313;0;0;1092;Centro Local;1;0;0;0,35049146;0,00029642
1503002;PA;Faro ;7194;56499;0;0;806;Centro Local;1;0;0;0,26844973;0,00004122
1503044;PA;Floresta do Araguaia ;20304;249633;1521719;0;1264;Centro Local;1;0;0;0,29724690;0,00000054
1503077;PA;Garrafão do Norte ;26066;242303;0;0;955;Centro Local;1;0;0;0,30111111;0,00000041
1503093;PA;Goianésia do Pará ;40475;373567;0;0;949;Centro Local;1;0;0;0,34471793;0,00004119
1503101;PA;Gurupá ;33376;230594;0;0;710;Centro Local;1;0;0;0,31436692;0,00000970
1503200;PA;Igarapé-Açu ;38807;304459;0;0;806;Centro Local;1;0;0;0,30164737;0,00000392
1503309;PA;Igarapé-Miri ;62698;376722;47185;0;618;Centro Local;1;0;0;0,30039350;0,00000000
1503408;PA;Inhangapi ;11711;114665;3756545;0;1007;Centro Local;1;0;0;0,29700258;0,00000000
1503457;PA;Ipixuna do Pará ;64053;540966;0;1296539;869;Centro Local;1;0;0;0,33599901;0,00001493
1503507;PA;Irituia ;32550;217116;0;0;685;Centro Local;1;0;0;0,30116131;0,00000008
1503606;PA;Itaituba ;101247;1770652;44187129;1350953;1797;Centro Subregional B;4;18;0;0,35533993;0,00078052
1503705;PA;Itupiranga ;53269;560412;0;0;1081;Centro Local;1;0;0;0,34517896;0,00001601
1503754;PA;Jacareacanga ;8239;327630;0;0;4065;Centro Local;1;0;0;0,26313234;0,00000031
1503804;PA;Jacundá ;59155;489192;0;1557;850;Centro Local;1;0;0;0,34319002;0,00002382
1503903;PA;Juruti ;57943;1045817;23519226;557938;1857;Centro Local;1;0;0;0,31429400;0,00003454
1504000;PA;Limoeiro do Ajuru ;28935;453590;0;0;1612;Centro Local;1;0;0;0,30034357;0,00000000
1504059;PA;Mãe do Rio ;30077;292956;0;0;1001;Centro Local;1;0;0;0,39315247;0,00045556
1504109;PA;Magalhães Barata ;8548;75314;0;0;906;Centro Local;1;0;0;0,30107766;0,00000000
1504208;PA;Marabá ;279349;8596000;1629624072;73962264;3165;Capital Regional C;6;107;0;0,36213002;0,00095557
1504307;PA;Maracanã ;29473;219104;0;0;764;Centro Local;1;0;0;0,30107766;0,00000000
1504406;PA;Marapanim ;28336;221398;0;0;803;Centro Local;1;0;0;0,30106093;0,00000000
1504422;PA;Marituba ;131521;1787967;15555060;6751332;1398;sem classificação;0;0;0;0,30987365;0,00001583
1504455;PA;Medicilândia ;31597;580775;0;76304;1890;Centro Local;1;0;0;0,33556216;0,00000221
1504505;PA;Melgaço ;27654;169796;0;0;631;Centro Local;1;0;0;0,30059342;0,00000023
1504604;PA;Mocajuba ;31136;306527;108121;0;1012;Centro Local;1;0;0;0,30051009;0,00000010
1504703;PA;Moju ;82094;892439;101012012;0;1118;Centro Local;1;0;0;0,32126134;0,00003053
1504752;PA;Mojuí dos Campos ;16084;155208;18220;0;992;sem classificação;0;0;0;0,26622133;0,00000000
1504802;PA;Monte Alegre ;58032;690194;0;0;1222;Centro de Zona B;2;0;0;0,31433045;0,00001425
1504901;PA;Muaná ;40349;261178;167483;0;666;Centro Local;1;0;0;0,30034357;0,00000000
1504950;PA;Nova Esperança do Piriá ;21368;215606;0;0;1037;Centro Local;1;0;0;0,30158024;0,00000045
1504976;PA;Nova Ipixuna ;16678;136989;0;0;845;Centro Local;1;0;0;0,33877117;0,00002150
1505007;PA;Nova Timboteua ;15363;122886;0;0;822;Centro Local;1;0;0;0,30158024;0,00000051
1505031;PA;Novo Progresso ;25762;608443;2938749;0;2427;Centro Local;1;0;0;0,34051643;0,00001266
1505064;PA;Novo Repartimento ;75919;839896;0;0;1138;Centro Local;1;0;0;0,34745817;0,00004872
1505106;PA;Óbidos ;52137;624485;6388974;21686;1231;Centro Local;1;0;0;0,31433045;0,00007037
1505205;PA;Oeiras do Pará ;32512;431763;0;0;1366;Centro Local;1;0;0;0,30037686;0,00000010
1505304;PA;Oriximiná ;73096;1700273;206976346;2950520;2392;Centro Local;1;3;0;0,26843643;0,00000000
1505403;PA;Ourém ;17842;187875;0;0;1082;Centro Local;1;0;0;0,30161380;0,00000279
1505437;PA;Ourilândia do Norte ;32832;540247;126319484;9962786;1692;Centro Local;1;0;0;0,35049146;0,00006730
1505486;PA;Pacajá ;47706;580557;0;0;1252;Centro Local;1;0;0;0,34362518;0,00001310
1505494;PA;Palestina do Pará ;7589;66030;0;280;894;Centro Local;1;0;0;0,33255614;0,00000000
1505502;PA;Paragominas ;113145;2949844;187572124;3464978;2681;Centro Subregional B;4;0;0;0,39051805;0,00050433
1505536;PA;Parauapebas ;208273;18431904;7022849053;137009747;9109;Centro de Zona A;3;50;0;0,34967742;0,00025166
1505551;PA;Pau D'Arco ;5483;74386;102536;0;1393;Centro Local;1;0;0;0,29120997;0,00000013
1505601;PA;Peixe-Boi ;8077;52914;0;0;673;Centro Local;1;0;0;0,30154668;0,00000039
1505635;PA;Piçarra ;12981;200749;219862;940;1589;Centro Local;1;0;0;0,29685617;0,00000000
1505650;PA;Placas ;30982;255858;0;0;850;Centro Local;1;0;0;0,33558294;0,00000250
1505700;PA;Ponta de Pedras ;31082;212566;0;0;703;Centro Local;1;0;0;0,30031028;0,00000000
1505809;PA;Portel ;62043;648024;0;0;1074;Centro Local;1;0;0;0,30061009;0,00000045
1505908;PA;Porto de Moz ;41135;295942;0;0;740;Centro Local;1;6;0;0,31199632;0,00000276
1506005;PA;Prainha ;29866;302523;1841769;0;1041;Centro Local;1;0;0;0,31436692;0,00000970
1506104;PA;Primavera ;10825;149255;0;7523038;1417;Centro Local;1;0;0;0,30159702;0,00000019
1506112;PA;Quatipuru ;13608;90639;0;0;685;Centro Local;1;0;0;0,30152990;0,00000006
1506138;PA;Redenção ;84787;1699978;35702701;10121;2061;Centro Subregional A;5;0;0;0,36688553;0,00090209
1506161;PA;Rio Maria ;18193;476420;15594271;0;2691;Centro Local;1;0;0;0,35744905;0,00025449
1506187;PA;Rondon do Pará ;52357;520490;3835762;14723;1022;Centro Local;1;0;0;0,31169130;0,00000522
1506195;PA;Rurópolis ;50510;359148;358028;507794;732;Centro Local;1;0;0;0,36015682;0,00044869
1506203;PA;Salinópolis ;40675;424970;0;0;1074;Centro Local;1;0;0;0,33405239;0,00004348
1506302;PA;Salvaterra ;23752;165754;0;0;718;Centro Local;1;0;0;0,30034357;0,00000003
