"";"Município";"dom";"int";"cod_mun"
"189";"amaporã";0;0;"4100905"
"190";"amaraji";0;0;"2600906"
"191";"amaral ferrador";0;0;"4300638"
"192";"amaralina";0;0;"5200829"
"193";"amarante";0;0;"2200509"
"194";"amarante do maranhão";0;0;"2100600"
"195";"amargosa";0;0;"2901007"
"196";"amaturá";0;0;"1300060"
"197";"amélia rodrigues";0;0;"2901106"
"198";"américa dourada";0;0;"2901155"
"199";"americana";0;0;"3501608"
"200";"americano do brasil";0;0;"5200852"
"201";"américo brasiliense";0;0;"3501707"
"202";"américo de campos";0;0;"3501806"
"203";"ametista do sul";0;0;"4300646"
"204";"amontada";0;0;"2300754"
"205";"amorinópolis";0;0;"5200902"
"206";"amparo";0;0;"2500734"
"207";"amparo";0;0;"3501905"
"208";"amparo de são francisco";0;0;"2800100"
"209";"amparo do serra";0;0;"3102506"
"210";"ampére";0;0;"4101002"
"211";"anadia";0;0;"2700201"
"212";"anagé";0;0;"2901205"
"213";"anahy";0;0;"4101051"
"214";"anajás";0;0;"1500701"
"215";"anajatuba";0;0;"2100709"
"216";"analândia";0;0;"3502002"
"217";"anamã";0;0;"1300086"
"218";"ananás";0;0;"1701002"
"219";"ananindeua";0;0;"1500800"
"220";"anápolis";0;0;"5201108"
"221";"anapu";0;0;"1500859"
"222";"anapurus";0;0;"2100808"
"223";"anastácio";0;0;"5000708"
"224";"anaurilândia";0;0;"5000807"
"225";"anchieta";0;0;"3200409"
"226";"anchieta";0;0;"4200804"
"227";"andaraí";0;0;"2901304"
"228";"andirá";0;0;"4101101"
"229";"andorinha";0;0;"2901353"
"230";"andradas";0;0;"3102605"
"231";"andradina";0;0;"3502101"
"232";"andré da rocha";0;0;"4300661"
"233";"andrelândia";0;0;"3102803"
"234";"angatuba";0;0;"3502200"
"235";"angelândia";0;0;"3102852"
"236";"angélica";0;0;"5000856"
"237";"angelim";0;0;"2601003"
"238";"angelina";0;0;"4200903"
"239";"angical";0;0;"2901403"
"240";"angical do piauí";0;0;"2200608"
"241";"angico";0;0;"1701051"
"242";"angicos";0;0;"2400802"
"243";"angra dos reis";0;0;"3300100"
"244";"anguera";0;0;"2901502"
"245";"ângulo";0;0;"4101150"
"246";"anhanguera";0;0;"5201207"
"247";"anhembi";0;0;"3502309"
"248";"anhumas";0;0;"3502408"
"249";"anicuns";0;0;"5201306"
"250";"anísio de abreu";0;0;"2200707"
"251";"anita garibaldi";0;0;"4201000"
"252";"anitápolis";0;0;"4201109"
"253";"anori";0;0;"1300102"
"254";"anta gorda";0;0;"4300703"
"255";"antas";0;0;"2901601"
"256";"antonina";0;0;"4101200"
"257";"antonina do norte";0;0;"2300804"
"258";"antônio almeida";0;0;"2200806"
"259";"antônio cardoso";0;0;"2901700"
"260";"antônio carlos";0;0;"3102902"
"261";"antônio carlos";0;0;"4201208"
"262";"antônio dias";0;0;"3103009"
"263";"antônio gonçalves";0;0;"2901809"
"264";"antônio joão";0;0;"5000906"
"265";"antônio martins";0;0;"2400901"
"266";"antônio olinto";0;0;"4101309"
"267";"antônio prado";0;0;"4300802"
"268";"antônio prado de minas";0;0;"3103108"
"269";"aparecida";0;0;"2500775"
"270";"aparecida";0;0;"3502507"
"271";"aparecida d'oeste";0;0;"3502606"
"272";"aparecida de goiânia";0;0;"5201405"
"273";"aparecida do rio doce";0;0;"5201454"
"274";"aparecida do rio negro";0;0;"1701101"
"275";"aparecida do taboado";0;0;"5001003"
"276";"aperibé";0;0;"3300159"
"277";"apiacá";0;0;"3200508"
"278";"apiacás";0;0;"5100805"
"279";"apiaí";0;0;"3502705"
"280";"apicum-açu";0;0;"2100832"
"281";"apiúna";0;0;"4201257"
"282";"apodi";0;0;"2401008"
"283";"aporá";0;0;"2901908"
"284";"aporé";0;0;"5201504"
"285";"apuarema";0;0;"2901957"
"286";"apucarana";0;0;"4101408"
"287";"apuí";0;0;"1300144"
"288";"apuiarés";0;0;"2300903"
"289";"aquidabã";0;0;"2800209"
"290";"aquidauana";0;0;"5001102"
"291";"aquiraz";0;0;"2301000"
"292";"arabutã";0;0;"4201273"
"293";"araçagi";0;0;"2500809"
"294";"araçaí";0;0;"3103207"
"295";"aracaju";356;0;"2800308"
"296";"araçariguama";0;0;"3502754"
"297";"araçás";0;0;"2902054"
"298";"aracati";14;0;"2301109"
"299";"aracatu";0;0;"2902005"
"300";"araçatuba";115;0;"3502804"
"301";"araci";0;0;"2902104"
"302";"aracitaba";0;0;"3103306"
"303";"aracoiaba";0;0;"2301208"
"304";"araçoiaba";0;0;"2601052"
"305";"araçoiaba da serra";0;0;"3502903"
"306";"aracruz";0;0;"3200607"
"307";"araçu";0;0;"5201603"
"308";"araçuaí";0;0;"3103405"
"309";"aragarças";0;0;"5201702"
"310";"aragoiânia";0;0;"5201801"
"311";"aragominas";0;0;"1701309"
"312";"araguacema";0;0;"1701903"
"313";"araguaçu";0;0;"1702000"
"314";"araguaiana";0;0;"5101001"
"315";"araguaína";29;0;"1702109"
"316";"araguainha";0;0;"5101209"
"317";"araguanã";0;0;"1702158"
"318";"araguanã";0;0;"2100873"
"319";"araguapaz";0;0;"5202155"
"320";"araguari";0;0;"3103504"
"321";"araguatins";0;0;"1702208"
"322";"araioses";0;0;"2100907"
"323";"aral moreira";0;0;"5001243"
"324";"aramari";0;0;"2902203"
"325";"arambaré";0;0;"4300851"
"326";"arame";0;0;"2100956"
"327";"aramina";0;0;"3503000"
"328";"arandu";0;0;"3503109"
"329";"arantina";0;0;"3103603"
"330";"arapeí";0;0;"3503158"
"331";"arapiraca";0;0;"2700300"
"332";"arapoema";0;0;"1702307"
"333";"araponga";0;0;"3103702"
"334";"arapongas";6;0;"4101507"
"335";"araporã";0;0;"3103751"
"336";"arapoti";0;0;"4101606"
"337";"arapuá";0;0;"3103801"
"338";"arapuã";0;0;"4101655"
"339";"araputanga";0;0;"5101258"
"340";"araquari";0;0;"4201307"
"341";"arara";0;0;"2500908"
"342";"araranguá";0;0;"4201406"
"343";"araraquara";13;0;"3503208"
"344";"araras";0;0;"3503307"
"345";"ararendá";0;0;"2301257"
"346";"arari";0;0;"2101004"
"347";"araricá";0;0;"4300877"
"348";"araripe";0;0;"2301307"
"349";"araripina";0;0;"2601102"
"350";"araruama";0;0;"3300209"
"351";"araruna";0;0;"2501005"
"352";"araruna";0;0;"4101705"
"353";"arataca";0;0;"2902252"
"354";"aratiba";0;0;"4300901"
"355";"aratuba";0;0;"2301406"
"356";"aratuípe";0;0;"2902302"
"357";"arauá";0;0;"2800407"
"358";"araucária";0;0;"4101804"
"359";"araújos";0;0;"3103900"
"360";"araxá";8;0;"3104007"
"361";"arceburgo";0;0;"3104106"
"362";"arco-íris";0;0;"3503356"
"363";"arcos";0;0;"3104205"
"364";"arcoverde";0;0;"2601201"
"365";"areado";0;0;"3104304"
"366";"areal";0;0;"3300225"
"367";"arealva";147;0;"3503406"
"368";"areia";0;0;"2501104"
"369";"areia branca";0;0;"2401107"
"370";"areia branca";0;0;"2800506"
"371";"areia de baraúnas";0;0;"2501153"
"372";"areial";0;0;"2501203"
"373";"areias";0;0;"3503505"
"374";"areiópolis";0;0;"3503604"
"375";"arenápolis";0;0;"5101308"
"376";"arenópolis";0;0;"5202353"
"377";"arês";0;0;"2401206"
"378";"argirita";0;0;"3104403"
"379";"aricanduva";0;0;"3104452"
"380";"arinos";0;0;"3104502"
"381";"aripuanã";31;0;"5101407"
"382";"ariquemes";0;0;"1100023"
"383";"ariranha";0;0;"3503703"
"384";"ariranha do ivaí";0;0;"4101853"
"385";"armação dos búzios";0;0;"3300233"
"386";"armazém";0;0;"4201505"
"387";"arneiroz";0;0;"2301505"
"388";"aroazes";0;0;"2200905"
"389";"aroeiras";0;0;"2501302"
"390";"aroeiras do itaim";0;0;"2200954"
"391";"arraial";0;0;"2201002"
"392";"arraial do cabo";0;0;"3300258"
"393";"arraias";0;0;"1702406"
"394";"arroio do meio";0;0;"4301008"
"395";"arroio do padre";0;0;"4301073"
"396";"arroio do sal";0;0;"4301057"
"397";"arroio do tigre";0;0;"4301206"
"398";"arroio dos ratos";0;0;"4301107"
"399";"arroio grande";0;0;"4301305"
"400";"arroio trinta";0;0;"4201604"
"401";"artur nogueira";0;0;"3503802"
"402";"aruanã";0;0;"5202502"
"403";"arujá";0;0;"3503901"
"404";"arvoredo";0;0;"4201653"
"405";"arvorezinha";0;0;"4301404"
"406";"ascurra";0;0;"4201703"
"407";"aspásia";0;0;"3503950"
"408";"assaí";0;0;"4101903"
"409";"assaré";0;0;"2301604"
"410";"assis";0;0;"3504008"
"411";"assis brasil";0;0;"1200054"
"412";"assis chateaubriand";0;0;"4102000"
"413";"assunção";0;0;"2501351"
"414";"assunção do piauí";0;0;"2201051"
"415";"astolfo dutra";0;0;"3104601"
"416";"astorga";0;0;"4102109"
"417";"atalaia";0;0;"2700409"
"418";"atalaia";0;0;"4102208"
"419";"atalaia do norte";0;0;"1300201"
"420";"atalanta";0;0;"4201802"
"421";"ataléia";0;0;"3104700"
"422";"atibaia";0;0;"3504107"
"423";"atílio vivacqua";0;0;"3200706"
"424";"augustinópolis";0;0;"1702554"
"425";"augusto corrêa";0;0;"1500909"
"426";"augusto de lima";0;0;"3104809"
"427";"augusto pestana";0;0;"4301503"
"428";"augusto severo";0;0;"2401305"
"429";"áurea";0;0;"4301552"
"430";"aurelino leal";0;0;"2902401"
"431";"auriflama";0;0;"3504206"
"432";"aurilândia";0;0;"5202601"
"433";"aurora";0;0;"2301703"
"434";"aurora";0;0;"4201901"
"435";"aurora do pará";0;0;"1500958"
"436";"aurora do tocantins";0;0;"1702703"
"437";"autazes";0;0;"1300300"
"438";"avaí";0;0;"3504305"
"439";"avanhandava";0;0;"3504404"
"440";"avaré";0;0;"3504503"
"441";"aveiro";0;0;"1501006"
"442";"avelino lopes";0;0;"2201101"
"443";"avelinópolis";0;0;"5202809"
"444";"axixá";0;0;"2101103"
"445";"axixá do tocantins";0;0;"1702901"
"446";"babaçulândia";0;0;"1703008"
"447";"bacabal";0;0;"2101202"
"448";"bacabeira";0;0;"2101251"
"449";"bacuri";0;0;"2101301"
"450";"bacurituba";0;0;"2101350"
"451";"bady bassitt";0;0;"3504602"
"452";"baependi";0;0;"3104908"
"453";"bagé";16;0;"4301602"
"454";"bagre";0;0;"1501105"
"455";"baía da traição";0;0;"2501401"
"456";"baía formosa";0;0;"2401404"
"457";"baianópolis";0;0;"2902500"
"458";"baião";0;0;"1501204"
"459";"baixa grande";0;0;"2902609"
"460";"baixa grande do ribeiro";0;0;"2201150"
"461";"baixio";0;0;"2301802"
"462";"baixo guandu";0;0;"3200805"
"463";"balbinos";0;0;"3504701"
"464";"baldim";0;0;"3105004"
"465";"baliza";0;0;"5203104"
"466";"balneário arroio do silva";0;0;"4201950"
"467";"balneário barra do sul";0;0;"4202057"
"468";"balneário camboriú";0;0;"4202008"
"469";"balneário gaivota";0;0;"4202073"
"470";"balneário piçarras";0;0;"4212809"
"471";"balneário pinhal";0;0;"4301636"
"472";"balneário rincão";0;0;"4220000"
"473";"balsa nova";0;0;"4102307"
"474";"bálsamo";0;0;"3504800"
"475";"balsas";0;0;"2101400"
"476";"bambuí";0;0;"3105103"
"477";"banabuiú";0;0;"2301851"
"478";"bananal";0;0;"3504909"
"479";"bananeiras";0;0;"2501500"
"480";"bandeira";0;0;"3105202"
"481";"bandeira do sul";0;0;"3105301"
"482";"bandeirante";0;0;"4202081"
"483";"bandeirantes";0;0;"4102406"
"484";"bandeirantes";0;0;"5001508"
"485";"bandeirantes do tocantins";0;0;"1703057"
"486";"bannach";0;0;"1501253"
"487";"banzaê";0;0;"2902658"
"488";"barão";0;0;"4301651"
"489";"barão de antonina";0;0;"3505005"
"490";"barão de cocais";0;0;"3105400"
"491";"barão de cotegipe";0;0;"4301701"
"492";"barão de grajaú";0;0;"2101509"
"493";"barão de melgaço";0;0;"5101605"
"494";"barão de monte alto";0;0;"3105509"
"495";"barão do triunfo";0;0;"4301750"
"496";"baraúna";0;0;"2401453"
"497";"baraúna";0;0;"2501534"
"498";"barbacena";0;0;"3105608"
"499";"barbalha";0;0;"2301901"
"500";"barbosa";0;0;"3505104"
"501";"barbosa ferraz";0;0;"4102505"
"502";"barcarena";0;0;"1501303"
"503";"barcelona";0;0;"2401503"
"504";"barcelos";0;0;"1300409"
"505";"bariri";0;0;"3505203"
"506";"barra";0;0;"2902708"
"507";"barra bonita";0;0;"4202099"
"508";"barra bonita";0;0;"3505302"
"509";"barra d'alcântara";0;0;"2201176"
"510";"barra da estiva";0;0;"2902807"
"511";"barra de guabiraba";0;0;"2601300"
"512";"barra de santa rosa";0;0;"2501609"
"513";"barra de santana";0;0;"2501575"
"514";"barra de santo antônio";0;0;"2700508"
"515";"barra de são francisco";0;0;"3200904"
"516";"barra de são miguel";0;0;"2501708"
"517";"barra de são miguel";0;0;"2700607"
"518";"barra do bugres";0;0;"5101704"
"519";"barra do chapéu";0;0;"3505351"
"520";"barra do choça";0;0;"2902906"
"521";"barra do corda";0;0;"2101608"
"522";"barra do garças";15;0;"5101803"
"523";"barra do guarita";0;0;"4301859"
"524";"barra do jacaré";0;0;"4102703"
"525";"barra do mendes";0;0;"2903003"
"526";"barra do ouro";0;0;"1703073"
"527";"barra do piraí";0;0;"3300308"
"528";"barra do quaraí";0;0;"4301875"
"529";"barra do ribeiro";0;0;"4301909"
"530";"barra do rio azul";0;0;"4301925"
"531";"barra do rocha";0;0;"2903102"
"532";"barra do turvo";0;0;"3505401"
"533";"barra dos coqueiros";0;0;"2800605"
"534";"barra funda";0;0;"4301958"
"535";"barra longa";0;0;"3105707"
"536";"barra mansa";0;0;"3300407"
"537";"barra velha";0;0;"4202107"
"538";"barracão";0;0;"4102604"
"539";"barracão";0;0;"4301800"
"540";"barras";0;0;"2201200"
"541";"barreira";0;0;"2301950"
"542";"barreiras";74;0;"2903201"
"543";"barreiras do piauí";0;0;"2201309"
"544";"barreirinha";0;0;"1300508"
"545";"barreirinhas";0;0;"2101707"
"546";"barreiros";0;0;"2601409"
"547";"barretos";37;0;"3505500"
"548";"barrinha";0;0;"3505609"
"549";"barro";0;0;"2302008"
"550";"barro alto";0;0;"2903235"
"551";"barro alto";0;0;"5203203"
"552";"barro duro";0;0;"2201408"
"553";"barro preto";0;0;"2903300"
"554";"barrocas";0;0;"2903276"
"555";"barrolândia";0;0;"1703107"
"556";"barroquinha";0;0;"2302057"
"557";"barros cassal";0;0;"4302006"
"558";"barroso";0;0;"3105905"
"559";"barueri";0;0;"3505708"
"560";"bastos";0;0;"3505807"
"561";"bataguassu";0;0;"5001904"
"562";"batalha";0;0;"2201507"
"563";"batalha";0;0;"2700706"
"564";"batatais";0;0;"3505906"
"565";"batayporã";0;0;"5002001"
"566";"baturité";0;0;"2302107"
"567";"bauru";0;0;"3506003"
"568";"bayeux";0;0;"2501807"
"569";"bebedouro";0;0;"3506102"
"570";"beberibe";0;0;"2302206"
"571";"bela cruz";0;0;"2302305"
"572";"bela vista";0;0;"5002100"
"573";"bela vista da caroba";0;0;"4102752"
"574";"bela vista de goiás";0;0;"5203302"
"575";"bela vista de minas";0;0;"3106002"
"576";"bela vista do maranhão";0;0;"2101772"
"577";"bela vista do paraíso";0;0;"4102802"
"578";"bela vista do piauí";0;0;"2201556"
"579";"bela vista do toldo";0;0;"4202131"
"580";"belágua";0;0;"2101731"
"581";"belém";1009;55;"2501906"
"582";"belém";1009;55;"2700805"
"583";"belém";1009;55;"1501402"
"584";"belém de maria";0;0;"2601508"
"585";"belém do brejo do cruz";0;0;"2502003"
"586";"belém do piauí";0;0;"2201572"
"587";"belém do são francisco";0;0;"2601607"
"588";"belford roxo";0;0;"3300456"
"589";"belmiro braga";0;0;"3106101"
"590";"belmonte";0;0;"2903409"
"591";"belmonte";0;0;"4202156"
"592";"belo campo";0;0;"2903508"
"593";"belo horizonte";3707;89;"3106200"
"594";"belo jardim";0;0;"2601706"
"595";"belo monte";0;0;"2700904"
"596";"belo oriente";0;0;"3106309"
"597";"belo vale";0;0;"3106408"
"598";"belterra";0;0;"1501451"
"599";"beneditinos";0;0;"2201606"
"600";"benedito leite";0;0;"2101806"
"601";"benedito novo";0;0;"4202206"
"602";"benevides";0;0;"1501501"
"603";"benjamin constant";0;0;"1300607"
"604";"benjamin constant do sul";0;0;"4302055"
"605";"bento de abreu";0;0;"3506201"
"606";"bento fernandes";0;0;"2401602"
"607";"bento gonçalves";0;0;"4302105"
"608";"bequimão";0;0;"2101905"
"609";"berilo";0;0;"3106507"
"610";"berizal";0;0;"3106655"
"611";"bernardino batista";0;0;"2502052"
"612";"bernardino de campos";0;0;"3506300"
"613";"bernardo do mearim";0;0;"2101939"
"614";"bernardo sayão";0;0;"1703206"
"615";"bertioga";0;0;"3506359"
"616";"bertolínia";0;0;"2201705"
"617";"bertópolis";0;0;"3106606"
"618";"beruri";0;0;"1300631"
"619";"betânia";0;0;"2601805"
"620";"betânia do piauí";0;0;"2201739"
"621";"betim";0;0;"3106705"
"622";"bezerros";0;0;"2601904"
"623";"bias fortes";0;0;"3106804"
"624";"bicas";0;0;"3106903"
"625";"biguaçu";0;0;"4202305"
"626";"bilac";0;0;"3506409"
"627";"biquinhas";0;0;"3107000"
"628";"birigui";0;0;"3506508"
"629";"biritiba mirim";0;0;"3506607"
"630";"biritinga";0;0;"2903607"
"631";"bituruna";0;0;"4102901"
"632";"blumenau";0;0;"4202404"
"633";"boa esperança";0;0;"3107109"
"634";"boa esperança";0;0;"3201001"
"635";"boa esperança";0;0;"4103008"
"636";"boa esperança do iguaçu";0;0;"4103024"
"637";"boa esperança do sul";0;0;"3506706"
"638";"boa hora";0;0;"2201770"
"639";"boa nova";0;0;"2903706"
"640";"boa ventura";0;0;"2502102"
"641";"boa ventura de são roque";0;0;"4103040"
"642";"boa viagem";0;0;"2302404"
"643";"boa vista";91;0;"1400100"
"644";"boa vista";91;0;"2502151"
"645";"boa vista da aparecida";0;0;"4103057"
"646";"boa vista das missões";0;0;"4302154"
"647";"boa vista do buricá";0;0;"4302204"
"648";"boa vista do cadeado";0;0;"4302220"
"649";"boa vista do gurupi";0;0;"2101970"
"650";"boa vista do incra";0;0;"4302238"
"651";"boa vista do ramos";0;0;"1300680"
"652";"boa vista do sul";0;0;"4302253"
"653";"boa vista do tupim";0;0;"2903805"
"654";"boca da mata";0;0;"2701001"
"655";"boca do acre";0;0;"1300706"
"656";"bocaina";0;0;"2201804"
"657";"bocaina";0;0;"3506805"
"658";"bocaina de minas";0;0;"3107208"
"659";"bocaina do sul";0;0;"4202438"
"660";"bocaiúva";0;0;"3107307"
"661";"bocaiúva do sul";0;0;"4103107"
"662";"bodó";0;0;"2401651"
"663";"bodocó";0;0;"2602001"
"664";"bodoquena";0;0;"5002159"
"665";"bofete";0;0;"3506904"
"666";"boituva";0;0;"3507001"
"667";"bom conselho";0;0;"2602100"
"668";"bom despacho";0;0;"3107406"
"669";"bom jardim";0;0;"2102002"
"670";"bom jardim";0;0;"2602209"
"671";"bom jardim";0;0;"3300506"
"672";"bom jardim da serra";0;0;"4202503"
"673";"bom jardim de goiás";0;0;"5203401"
"674";"bom jardim de minas";0;0;"3107505"
"675";"bom jesus";0;0;"2201903"
"676";"bom jesus";0;0;"2401701"
"677";"bom jesus";0;0;"2502201"
"678";"bom jesus";0;0;"4202537"
"679";"bom jesus";0;0;"4302303"
"680";"bom jesus da lapa";0;0;"2903904"
"681";"bom jesus da penha";0;0;"3107604"
"682";"bom jesus da serra";0;0;"2903953"
"683";"bom jesus das selvas";0;0;"2102036"
"684";"bom jesus de goiás";0;0;"5203500"
"685";"bom jesus do amparo";0;0;"3107703"
"686";"bom jesus do araguaia";0;0;"5101852"
"687";"bom jesus do galho";0;0;"3107802"
"688";"bom jesus do itabapoana";0;0;"3300605"
"689";"bom jesus do norte";0;0;"3201100"
"690";"bom jesus do oeste";0;0;"4202578"
"691";"bom jesus do sul";0;0;"4103156"
"692";"bom jesus do tocantins";0;0;"1501576"
"693";"bom jesus do tocantins";0;0;"1703305"
"694";"bom jesus dos perdões";0;0;"3507100"
"695";"bom lugar";0;0;"2102077"
"696";"bom princípio";0;0;"4302352"
"697";"bom princípio do piauí";0;0;"2201919"
"698";"bom progresso";0;0;"4302378"
"699";"bom repouso";0;0;"3107901"
"700";"bom retiro";0;0;"4202602"
"701";"bom retiro do sul";0;0;"4302402"
"702";"bom sucesso";0;0;"2502300"
"703";"bom sucesso";0;0;"3108008"
"704";"bom sucesso";0;0;"4103206"
"705";"bom sucesso de itararé";0;0;"3507159"
"706";"bom sucesso do sul";0;0;"4103222"
"707";"bombinhas";0;0;"4202453"
"708";"bonfim";0;0;"1400159"
"709";"bonfim";0;0;"3108107"
"710";"bonfim do piauí";0;0;"2201929"
"711";"bonfinópolis";0;0;"5203559"
"712";"bonfinópolis de minas";0;0;"3108206"
"713";"boninal";0;0;"2904001"
"714";"bonito";20;0;"2904050"
"715";"bonito";20;0;"2602308"
"716";"bonito";20;0;"1501600"
"717";"bonito";20;0;"5002209"
"718";"bonito de minas";0;0;"3108255"
"719";"bonito de santa fé";0;0;"2502409"
"720";"bonópolis";0;0;"5203575"
"721";"boqueirão";0;0;"2502508"
"722";"boqueirão do leão";0;0;"4302451"
"723";"boqueirão do piauí";0;0;"2201945"
"724";"boquim";0;0;"2800670"
"725";"boquira";0;0;"2904100"
"726";"borá";0;0;"3507209"
"727";"boracéia";0;0;"3507308"
"728";"borba";0;0;"1300805"
"729";"borborema";0;0;"2502706"
"730";"borborema";0;0;"3507407"
"731";"borda da mata";0;0;"3108305"
"732";"borebi";0;0;"3507456"
"733";"borrazópolis";0;0;"4103305"
"734";"bossoroca";0;0;"4302501"
"735";"botelhos";0;0;"3108404"
"736";"botucatu";0;0;"3507506"
"737";"botumirim";0;0;"3108503"
"738";"botuporã";0;0;"2904209"
"739";"botuverá";0;0;"4202701"
"740";"bozano";0;0;"4302584"
"741";"braço do norte";0;0;"4202800"
"742";"braço do trombudo";0;0;"4202859"
"743";"braga";0;0;"4302600"
"744";"bragança";0;0;"1501709"
"745";"bragança paulista";0;0;"3507605"
"746";"braganey";0;0;"4103354"
"747";"branquinha";0;0;"2701100"
"748";"brás pires";0;0;"3108701"
"749";"brasil novo";0;0;"1501725"
"750";"brasilândia";0;0;"5002308"
"751";"brasilândia de minas";0;0;"3108552"
"752";"brasilândia do sul";0;0;"4103370"
"753";"brasilândia do tocantins";0;0;"1703602"
"754";"brasiléia";0;0;"1200104"
"755";"brasileira";0;0;"2201960"
"756";"brasília";4538;214;"5300108"
"757";"brasília de minas";0;0;"3108602"
"758";"brasnorte";0;0;"5101902"
"759";"braúna";0;0;"3507704"
"760";"braúnas";0;0;"3108800"
"761";"brazabrantes";0;0;"5203609"
"762";"brazópolis";0;0;"3108909"
"763";"brejão";0;0;"2602407"
"764";"brejetuba";0;0;"3201159"
"765";"brejinho";0;0;"2401800"
"766";"brejinho";0;0;"2602506"
"767";"brejinho de nazaré";0;0;"1703701"
"768";"brejo";0;0;"2102101"
"769";"brejo alegre";0;0;"3507753"
"770";"brejo da madre de deus";0;0;"2602605"
"771";"brejo de areia";0;0;"2102150"
"772";"brejo do cruz";0;0;"2502805"
"773";"brejo do piauí";0;0;"2201988"
"774";"brejo dos santos";0;0;"2502904"
"775";"brejo grande";0;0;"2800704"
"776";"brejo grande do araguaia";0;0;"1501758"
"777";"brejo santo";0;0;"2302503"
"778";"brejões";0;0;"2904308"
"779";"brejolândia";0;0;"2904407"
"780";"breu branco";0;0;"1501782"
"781";"breves";11;0;"1501808"
"782";"britânia";0;0;"5203807"
"783";"brochier";0;0;"4302659"
"784";"brodowski";0;0;"3507803"
"785";"brotas";0;0;"3507902"
"786";"brotas de macaúbas";0;0;"2904506"
"787";"brumadinho";0;0;"3109006"
"788";"brumado";0;0;"2904605"
"789";"brunópolis";0;0;"4202875"
"790";"brusque";0;0;"4202909"
"791";"bueno brandão";0;0;"3109105"
"792";"buenópolis";0;0;"3109204"
"793";"buenos aires";0;0;"2602704"
"794";"buerarema";0;0;"2904704"
"795";"bugre";0;0;"3109253"
"796";"buíque";0;0;"2602803"
"797";"bujari";0;0;"1200138"
"798";"bujaru";0;0;"1501907"
"799";"buri";0;0;"3508009"
"800";"buritama";0;0;"3508108"
"801";"buriti";0;0;"2102200"
"802";"buriti alegre";0;0;"5203906"
"803";"buriti bravo";0;0;"2102309"
"804";"buriti de goiás";0;0;"5203939"
"805";"buriti do tocantins";0;0;"1703800"
"806";"buriti dos lopes";0;0;"2202000"
"807";"buriti dos montes";0;0;"2202026"
"808";"buriticupu";0;0;"2102325"
"809";"buritinópolis";0;0;"5203962"
"810";"buritirama";0;0;"2904753"
"811";"buritirana";0;0;"2102358"
"812";"buritis";0;0;"1100452"
"813";"buritis";0;0;"3109303"
"814";"buritizal";0;0;"3508207"
"815";"buritizeiro";0;0;"3109402"
"816";"butiá";0;0;"4302709"
"817";"caapiranga";0;0;"1300839"
"818";"caaporã";0;0;"2503001"
"819";"caarapó";0;0;"5002407"
"820";"caatiba";0;0;"2904803"
"821";"cabaceiras";0;0;"2503100"
"822";"cabaceiras do paraguaçu";0;0;"2904852"
"823";"cabeceira grande";0;0;"3109451"
"824";"cabeceiras";0;0;"5204003"
"825";"cabeceiras do piauí";0;0;"2202059"
"826";"cabedelo";0;0;"2503209"
"827";"cabixi";0;0;"1100031"
"828";"cabo de santo agostinho";0;0;"2602902"
"829";"cabo frio";45;6;"3300704"
"830";"cabo verde";0;0;"3109501"
"831";"cabrália paulista";0;0;"3508306"
"832";"cabreúva";0;0;"3508405"
"833";"cabrobó";0;0;"2603009"
"834";"caçador";0;0;"4203006"
"835";"caçapava";0;0;"3508504"
"836";"caçapava do sul";0;0;"4302808"
"837";"cacaulândia";0;0;"1100601"
"838";"cacequi";0;0;"4302907"
"839";"cáceres";0;0;"5102504"
"840";"cachoeira";0;0;"2904902"
"841";"cachoeira alta";0;0;"5204102"
"842";"cachoeira da prata";0;0;"3109600"
"843";"cachoeira de goiás";0;0;"5204201"
"844";"cachoeira de minas";0;0;"3109709"
"845";"cachoeira de pajeú";0;0;"3102704"
"846";"cachoeira do arari";0;0;"1502004"
"847";"cachoeira do piriá";0;0;"1501956"
"848";"cachoeira do sul";0;0;"4303004"
"849";"cachoeira dos índios";0;0;"2503308"
"850";"cachoeira dourada";0;0;"3109808"
"851";"cachoeira dourada";0;0;"5204250"
"852";"cachoeira grande";0;0;"2102374"
"853";"cachoeira paulista";0;0;"3508603"
"854";"cachoeiras de macacu";0;0;"3300803"
"855";"cachoeirinha";0;0;"1703826"
"856";"cachoeirinha";0;0;"2603108"
"857";"cachoeirinha";0;0;"4303103"
"858";"cachoeiro de itapemirim";0;0;"3201209"
"859";"cacimba de areia";0;0;"2503407"
"860";"cacimba de dentro";0;0;"2503506"
"861";"cacimbas";0;0;"2503555"
"862";"cacimbinhas";0;0;"2701209"
"863";"cacique doble";0;0;"4303202"
"864";"cacoal";25;0;"1100049"
"865";"caconde";0;0;"3508702"
"866";"caçu";0;0;"5204300"
"867";"caculé";0;0;"2905008"
"868";"caém";0;0;"2905107"
"869";"caetanópolis";0;0;"3109907"
"870";"caetanos";0;0;"2905156"
"871";"caeté";0;0;"3110004"
"872";"caetés";0;0;"2603207"
"873";"caetité";0;0;"2905206"
"874";"cafarnaum";0;0;"2905305"
"875";"cafeara";0;0;"4103404"
"876";"cafelândia";0;0;"3508801"
"877";"cafelândia";0;0;"4103453"
"878";"cafezal do sul";0;0;"4103479"
"879";"caiabu";0;0;"3508900"
"880";"caiana";0;0;"3110103"
"881";"caiapônia";0;0;"5204409"
"882";"caibaté";0;0;"4303301"
"883";"caibi";0;0;"4203105"
"884";"caiçara";0;0;"2503605"
