cod_mun;Município;dom;int;classes_voos_dom_2019;classes_voos_int_2019
3200805;baixo guandu;0;0;1 - sem passageiros;1 - sem passageiros
3200904;barra de são francisco;0;0;1 - sem passageiros;1 - sem passageiros
3201001;boa esperança;0;0;1 - sem passageiros;1 - sem passageiros
3201100;bom jesus do norte;0;0;1 - sem passageiros;1 - sem passageiros
3201159;brejetuba;0;0;1 - sem passageiros;1 - sem passageiros
3201209;cachoeiro de itapemirim;0;0;1 - sem passageiros;1 - sem passageiros
3201308;cariacica;0;0;1 - sem passageiros;1 - sem passageiros
3201407;castelo;0;0;1 - sem passageiros;1 - sem passageiros
3201506;colatina;0;0;1 - sem passageiros;1 - sem passageiros
3201605;conceição da barra;0;0;1 - sem passageiros;1 - sem passageiros
3201704;conceição do castelo;0;0;1 - sem passageiros;1 - sem passageiros
3201803;divino de são lourenço;0;0;1 - sem passageiros;1 - sem passageiros
3201902;domingos martins;0;0;1 - sem passageiros;1 - sem passageiros
3202009;dores do rio preto;0;0;1 - sem passageiros;1 - sem passageiros
3202108;ecoporanga;0;0;1 - sem passageiros;1 - sem passageiros
3202207;fundão;0;0;1 - sem passageiros;1 - sem passageiros
3202256;governador lindenberg;0;0;1 - sem passageiros;1 - sem passageiros
3202306;guaçuí;0;0;1 - sem passageiros;1 - sem passageiros
3202405;guarapari;0;0;1 - sem passageiros;1 - sem passageiros
3202454;ibatiba;0;0;1 - sem passageiros;1 - sem passageiros
3202504;ibiraçu;0;0;1 - sem passageiros;1 - sem passageiros
3202553;ibitirama;0;0;1 - sem passageiros;1 - sem passageiros
3202603;iconha;0;0;1 - sem passageiros;1 - sem passageiros
3202652;irupi;0;0;1 - sem passageiros;1 - sem passageiros
3202702;itaguaçu;0;0;1 - sem passageiros;1 - sem passageiros
3202801;itapemirim;0;0;1 - sem passageiros;1 - sem passageiros
3202900;itarana;0;0;1 - sem passageiros;1 - sem passageiros
3203007;iúna;0;0;1 - sem passageiros;1 - sem passageiros
3203056;jaguaré;0;0;1 - sem passageiros;1 - sem passageiros
3203106;jerônimo monteiro;0;0;1 - sem passageiros;1 - sem passageiros
3203130;joão neiva;0;0;1 - sem passageiros;1 - sem passageiros
3203163;laranja da terra;0;0;1 - sem passageiros;1 - sem passageiros
3203205;linhares;0;0;1 - sem passageiros;1 - sem passageiros
3203304;mantenópolis;0;0;1 - sem passageiros;1 - sem passageiros
3203320;marataízes;0;0;1 - sem passageiros;1 - sem passageiros
3203346;marechal floriano;0;0;1 - sem passageiros;1 - sem passageiros
3203353;marilândia;0;0;1 - sem passageiros;1 - sem passageiros
3203403;mimoso do sul;0;0;1 - sem passageiros;1 - sem passageiros
3203502;montanha;0;0;1 - sem passageiros;1 - sem passageiros
3203601;mucurici;0;0;1 - sem passageiros;1 - sem passageiros
3203700;muniz freire;0;0;1 - sem passageiros;1 - sem passageiros
3203809;muqui;0;0;1 - sem passageiros;1 - sem passageiros
3203908;nova venécia;0;0;1 - sem passageiros;1 - sem passageiros
3204005;pancas;0;0;1 - sem passageiros;1 - sem passageiros
3204054;pedro canário;0;0;1 - sem passageiros;1 - sem passageiros
3204104;pinheiros;0;0;1 - sem passageiros;1 - sem passageiros
3204203;piúma;0;0;1 - sem passageiros;1 - sem passageiros
3204252;ponto belo;0;0;1 - sem passageiros;1 - sem passageiros
3204302;presidente kennedy;0;0;1 - sem passageiros;1 - sem passageiros
3204351;rio bananal;0;0;1 - sem passageiros;1 - sem passageiros
3204401;rio novo do sul;0;0;1 - sem passageiros;1 - sem passageiros
3204500;santa leopoldina;0;0;1 - sem passageiros;1 - sem passageiros
3204559;santa maria de jetibá;0;0;1 - sem passageiros;1 - sem passageiros
3204609;santa teresa;0;0;1 - sem passageiros;1 - sem passageiros
3204658;são domingos do norte;0;0;1 - sem passageiros;1 - sem passageiros
3204708;são gabriel da palha;0;0;1 - sem passageiros;1 - sem passageiros
3204807;são josé do calçado;0;0;1 - sem passageiros;1 - sem passageiros
3204906;são mateus;0;0;1 - sem passageiros;1 - sem passageiros
3204955;são roque do canaã;0;0;1 - sem passageiros;1 - sem passageiros
3205002;serra;0;0;1 - sem passageiros;1 - sem passageiros
3205010;sooretama;0;0;1 - sem passageiros;1 - sem passageiros
3205036;vargem alta;0;0;1 - sem passageiros;1 - sem passageiros
3205069;venda nova do imigrante;0;0;1 - sem passageiros;1 - sem passageiros
3205101;viana;0;0;1 - sem passageiros;1 - sem passageiros
3205150;vila pavão;0;0;1 - sem passageiros;1 - sem passageiros
3205176;vila valério;0;0;1 - sem passageiros;1 - sem passageiros
3205200;vila velha;0;0;1 - sem passageiros;1 - sem passageiros
3205309;vitória;1637564;0;6 - a partir de 1.000.001;1 - sem passageiros
3300100;angra dos reis;0;0;1 - sem passageiros;1 - sem passageiros
3300159;aperibé;0;0;1 - sem passageiros;1 - sem passageiros
3300209;araruama;0;0;1 - sem passageiros;1 - sem passageiros
3300225;areal;0;0;1 - sem passageiros;1 - sem passageiros
3300233;armação dos búzios;0;0;1 - sem passageiros;1 - sem passageiros
3300258;arraial do cabo;0;0;1 - sem passageiros;1 - sem passageiros
3300308;barra do piraí;0;0;1 - sem passageiros;1 - sem passageiros
3300407;barra mansa;0;0;1 - sem passageiros;1 - sem passageiros
3300456;belford roxo;0;0;1 - sem passageiros;1 - sem passageiros
3300506;bom jardim;0;0;1 - sem passageiros;1 - sem passageiros
3300605;bom jesus do itabapoana;0;0;1 - sem passageiros;1 - sem passageiros
3300704;cabo frio;22624;2970;4 - de 10.001 até 100.000;3 - de 1.001 até 20.000
3300803;cachoeiras de macacu;0;0;1 - sem passageiros;1 - sem passageiros
3300902;cambuci;0;0;1 - sem passageiros;1 - sem passageiros
3300936;carapebus;0;0;1 - sem passageiros;1 - sem passageiros
3300951;comendador levy gasparian;0;0;1 - sem passageiros;1 - sem passageiros
3301009;campos dos goytacazes;6732;0;3 - de 1.001 até 10.000;1 - sem passageiros
3301108;cantagalo;0;0;1 - sem passageiros;1 - sem passageiros
3301157;cardoso moreira;0;0;1 - sem passageiros;1 - sem passageiros
3301207;carmo;0;0;1 - sem passageiros;1 - sem passageiros
3301306;casimiro de abreu;0;0;1 - sem passageiros;1 - sem passageiros
3301405;conceição de macabu;0;0;1 - sem passageiros;1 - sem passageiros
3301504;cordeiro;0;0;1 - sem passageiros;1 - sem passageiros
3301603;duas barras;0;0;1 - sem passageiros;1 - sem passageiros
3301702;duque de caxias;0;0;1 - sem passageiros;1 - sem passageiros
3301801;engenheiro paulo de frontin;0;0;1 - sem passageiros;1 - sem passageiros
3301850;guapimirim;0;0;1 - sem passageiros;1 - sem passageiros
3301876;iguaba grande;0;0;1 - sem passageiros;1 - sem passageiros
3301900;itaboraí;0;0;1 - sem passageiros;1 - sem passageiros
3302007;itaguaí;0;0;1 - sem passageiros;1 - sem passageiros
3302056;italva;0;0;1 - sem passageiros;1 - sem passageiros
3302106;itaocara;0;0;1 - sem passageiros;1 - sem passageiros
3302205;itaperuna;0;0;1 - sem passageiros;1 - sem passageiros
3302254;itatiaia;0;0;1 - sem passageiros;1 - sem passageiros
3302270;japeri;0;0;1 - sem passageiros;1 - sem passageiros
3302304;laje do muriaé;0;0;1 - sem passageiros;1 - sem passageiros
3302403;macaé;1976;0;3 - de 1.001 até 10.000;1 - sem passageiros
3302452;macuco;0;0;1 - sem passageiros;1 - sem passageiros
3302502;magé;0;0;1 - sem passageiros;1 - sem passageiros
3302601;mangaratiba;0;0;1 - sem passageiros;1 - sem passageiros
3302700;maricá;0;0;1 - sem passageiros;1 - sem passageiros
3302809;mendes;0;0;1 - sem passageiros;1 - sem passageiros
3302858;mesquita;0;0;1 - sem passageiros;1 - sem passageiros
3302908;miguel pereira;0;0;1 - sem passageiros;1 - sem passageiros
3303005;miracema;0;0;1 - sem passageiros;1 - sem passageiros
3303104;natividade;0;0;1 - sem passageiros;1 - sem passageiros
3303203;nilópolis;0;0;1 - sem passageiros;1 - sem passageiros
3303302;niterói;0;0;1 - sem passageiros;1 - sem passageiros
3303401;nova friburgo;0;0;1 - sem passageiros;1 - sem passageiros
3303500;nova iguaçu;0;0;1 - sem passageiros;1 - sem passageiros
3303609;paracambi;0;0;1 - sem passageiros;1 - sem passageiros
3303708;paraíba do sul;0;0;1 - sem passageiros;1 - sem passageiros
3303807;paraty;0;0;1 - sem passageiros;1 - sem passageiros
3303856;paty do alferes;0;0;1 - sem passageiros;1 - sem passageiros
3303906;petrópolis;0;0;1 - sem passageiros;1 - sem passageiros
3303955;pinheiral;0;0;1 - sem passageiros;1 - sem passageiros
3304003;piraí;0;0;1 - sem passageiros;1 - sem passageiros
3304102;porciúncula;0;0;1 - sem passageiros;1 - sem passageiros
3304110;porto real;0;0;1 - sem passageiros;1 - sem passageiros
3304128;quatis;0;0;1 - sem passageiros;1 - sem passageiros
3304144;queimados;0;0;1 - sem passageiros;1 - sem passageiros
3304151;quissamã;0;0;1 - sem passageiros;1 - sem passageiros
3304201;resende;0;0;1 - sem passageiros;1 - sem passageiros
3304300;rio bonito;0;0;1 - sem passageiros;1 - sem passageiros
3304409;rio claro;0;0;1 - sem passageiros;1 - sem passageiros
3304508;rio das flores;0;0;1 - sem passageiros;1 - sem passageiros
3304524;rio das ostras;0;0;1 - sem passageiros;1 - sem passageiros
3304557;rio de janeiro;9348751;2143899;6 - a partir de 1.000.001;5 - a partir de 100.001
3304607;santa maria madalena;0;0;1 - sem passageiros;1 - sem passageiros
3304706;santo antônio de pádua;0;0;1 - sem passageiros;1 - sem passageiros
3304755;são francisco de itabapoana;0;0;1 - sem passageiros;1 - sem passageiros
3304805;são fidélis;0;0;1 - sem passageiros;1 - sem passageiros
3304904;são gonçalo;0;0;1 - sem passageiros;1 - sem passageiros
3305000;são joão da barra;0;0;1 - sem passageiros;1 - sem passageiros
3305109;são joão de meriti;0;0;1 - sem passageiros;1 - sem passageiros
3305133;são josé de ubá;0;0;1 - sem passageiros;1 - sem passageiros
3305158;são josé do vale do rio preto;0;0;1 - sem passageiros;1 - sem passageiros
3305208;são pedro da aldeia;0;0;1 - sem passageiros;1 - sem passageiros
3305307;são sebastião do alto;0;0;1 - sem passageiros;1 - sem passageiros
3305406;sapucaia;0;0;1 - sem passageiros;1 - sem passageiros
3305505;saquarema;0;0;1 - sem passageiros;1 - sem passageiros
3305554;seropédica;0;0;1 - sem passageiros;1 - sem passageiros
3305604;silva jardim;0;0;1 - sem passageiros;1 - sem passageiros
3305703;sumidouro;0;0;1 - sem passageiros;1 - sem passageiros
3305752;tanguá;0;0;1 - sem passageiros;1 - sem passageiros
3305802;teresópolis;0;0;1 - sem passageiros;1 - sem passageiros
3305901;trajano de moraes;0;0;1 - sem passageiros;1 - sem passageiros
3306008;três rios;0;0;1 - sem passageiros;1 - sem passageiros
3306107;valença;5666;0;3 - de 1.001 até 10.000;1 - sem passageiros
3306156;varre-sai;0;0;1 - sem passageiros;1 - sem passageiros
3306206;vassouras;0;0;1 - sem passageiros;1 - sem passageiros
3306305;volta redonda;0;0;1 - sem passageiros;1 - sem passageiros
3500105;adamantina;0;0;1 - sem passageiros;1 - sem passageiros
3500204;adolfo;0;0;1 - sem passageiros;1 - sem passageiros
3500303;aguaí;0;0;1 - sem passageiros;1 - sem passageiros
3500402;águas da prata;0;0;1 - sem passageiros;1 - sem passageiros
3500501;águas de lindóia;0;0;1 - sem passageiros;1 - sem passageiros
3500550;águas de santa bárbara;0;0;1 - sem passageiros;1 - sem passageiros
3500600;águas de são pedro;0;0;1 - sem passageiros;1 - sem passageiros
3500709;agudos;0;0;1 - sem passageiros;1 - sem passageiros
3500758;alambari;0;0;1 - sem passageiros;1 - sem passageiros
3500808;alfredo marcondes;0;0;1 - sem passageiros;1 - sem passageiros
3500907;altair;0;0;1 - sem passageiros;1 - sem passageiros
3501004;altinópolis;0;0;1 - sem passageiros;1 - sem passageiros
3501103;alto alegre;0;0;1 - sem passageiros;1 - sem passageiros
3501152;alumínio;0;0;1 - sem passageiros;1 - sem passageiros
3501202;álvares florence;0;0;1 - sem passageiros;1 - sem passageiros
3501301;álvares machado;0;0;1 - sem passageiros;1 - sem passageiros
3501400;álvaro de carvalho;0;0;1 - sem passageiros;1 - sem passageiros
3501509;alvinlândia;0;0;1 - sem passageiros;1 - sem passageiros
3501608;americana;0;0;1 - sem passageiros;1 - sem passageiros
3501707;américo brasiliense;0;0;1 - sem passageiros;1 - sem passageiros
3501806;américo de campos;0;0;1 - sem passageiros;1 - sem passageiros
3501905;amparo;0;0;1 - sem passageiros;1 - sem passageiros
3502002;analândia;0;0;1 - sem passageiros;1 - sem passageiros
3502101;andradina;0;0;1 - sem passageiros;1 - sem passageiros
3502200;angatuba;0;0;1 - sem passageiros;1 - sem passageiros
3502309;anhembi;0;0;1 - sem passageiros;1 - sem passageiros
3502408;anhumas;0;0;1 - sem passageiros;1 - sem passageiros
3502507;aparecida;0;0;1 - sem passageiros;1 - sem passageiros
3502606;aparecida d'oeste;0;0;1 - sem passageiros;1 - sem passageiros
3502705;apiaí;0;0;1 - sem passageiros;1 - sem passageiros
3502754;araçariguama;0;0;1 - sem passageiros;1 - sem passageiros
3502804;araçatuba;55068;0;4 - de 10.001 até 100.000;1 - sem passageiros
3502903;araçoiaba da serra;0;0;1 - sem passageiros;1 - sem passageiros
3503000;aramina;0;0;1 - sem passageiros;1 - sem passageiros
3503109;arandu;0;0;1 - sem passageiros;1 - sem passageiros
3503158;arapeí;0;0;1 - sem passageiros;1 - sem passageiros
3503208;araraquara;428;0;2 - até 1.000;1 - sem passageiros
3503307;araras;0;0;1 - sem passageiros;1 - sem passageiros
3503356;arco-íris;0;0;1 - sem passageiros;1 - sem passageiros
3503406;arealva;64726;0;4 - de 10.001 até 100.000;1 - sem passageiros
3503505;areias;0;0;1 - sem passageiros;1 - sem passageiros
3503604;areiópolis;0;0;1 - sem passageiros;1 - sem passageiros
3503703;ariranha;0;0;1 - sem passageiros;1 - sem passageiros
3503802;artur nogueira;0;0;1 - sem passageiros;1 - sem passageiros
3503901;arujá;0;0;1 - sem passageiros;1 - sem passageiros
3503950;aspásia;0;0;1 - sem passageiros;1 - sem passageiros
3504008;assis;0;0;1 - sem passageiros;1 - sem passageiros
3504107;atibaia;0;0;1 - sem passageiros;1 - sem passageiros
3504206;auriflama;0;0;1 - sem passageiros;1 - sem passageiros
3504305;avaí;0;0;1 - sem passageiros;1 - sem passageiros
3504404;avanhandava;0;0;1 - sem passageiros;1 - sem passageiros
3504503;avaré;0;0;1 - sem passageiros;1 - sem passageiros
3504602;bady bassitt;0;0;1 - sem passageiros;1 - sem passageiros
3504701;balbinos;0;0;1 - sem passageiros;1 - sem passageiros
3504800;bálsamo;0;0;1 - sem passageiros;1 - sem passageiros
3504909;bananal;0;0;1 - sem passageiros;1 - sem passageiros
3505005;barão de antonina;0;0;1 - sem passageiros;1 - sem passageiros
3505104;barbosa;0;0;1 - sem passageiros;1 - sem passageiros
3505203;bariri;0;0;1 - sem passageiros;1 - sem passageiros
3505302;barra bonita;0;0;1 - sem passageiros;1 - sem passageiros
3505351;barra do chapéu;0;0;1 - sem passageiros;1 - sem passageiros
3505401;barra do turvo;0;0;1 - sem passageiros;1 - sem passageiros
3505500;barretos;442;0;2 - até 1.000;1 - sem passageiros
3505609;barrinha;0;0;1 - sem passageiros;1 - sem passageiros
3505708;barueri;0;0;1 - sem passageiros;1 - sem passageiros
3505807;bastos;0;0;1 - sem passageiros;1 - sem passageiros
3505906;batatais;0;0;1 - sem passageiros;1 - sem passageiros
3506003;bauru;0;0;1 - sem passageiros;1 - sem passageiros
3506102;bebedouro;0;0;1 - sem passageiros;1 - sem passageiros
3506201;bento de abreu;0;0;1 - sem passageiros;1 - sem passageiros
3506300;bernardino de campos;0;0;1 - sem passageiros;1 - sem passageiros
3506359;bertioga;0;0;1 - sem passageiros;1 - sem passageiros
3506409;bilac;0;0;1 - sem passageiros;1 - sem passageiros
3506508;birigui;0;0;1 - sem passageiros;1 - sem passageiros
3506607;biritiba mirim;0;0;1 - sem passageiros;1 - sem passageiros
3506706;boa esperança do sul;0;0;1 - sem passageiros;1 - sem passageiros
3506805;bocaina;0;0;1 - sem passageiros;1 - sem passageiros
3506904;bofete;0;0;1 - sem passageiros;1 - sem passageiros
3507001;boituva;0;0;1 - sem passageiros;1 - sem passageiros
3507100;bom jesus dos perdões;0;0;1 - sem passageiros;1 - sem passageiros
3507159;bom sucesso de itararé;0;0;1 - sem passageiros;1 - sem passageiros
3507209;borá;0;0;1 - sem passageiros;1 - sem passageiros
3507308;boracéia;0;0;1 - sem passageiros;1 - sem passageiros
3507407;borborema;0;0;1 - sem passageiros;1 - sem passageiros
3507456;borebi;0;0;1 - sem passageiros;1 - sem passageiros
3507506;botucatu;0;0;1 - sem passageiros;1 - sem passageiros
3507605;bragança paulista;0;0;1 - sem passageiros;1 - sem passageiros
3507704;braúna;0;0;1 - sem passageiros;1 - sem passageiros
3507753;brejo alegre;0;0;1 - sem passageiros;1 - sem passageiros
3507803;brodowski;0;0;1 - sem passageiros;1 - sem passageiros
3507902;brotas;0;0;1 - sem passageiros;1 - sem passageiros
3508009;buri;0;0;1 - sem passageiros;1 - sem passageiros
3508108;buritama;0;0;1 - sem passageiros;1 - sem passageiros
3508207;buritizal;0;0;1 - sem passageiros;1 - sem passageiros
3508306;cabrália paulista;0;0;1 - sem passageiros;1 - sem passageiros
3508405;cabreúva;0;0;1 - sem passageiros;1 - sem passageiros
3508504;caçapava;0;0;1 - sem passageiros;1 - sem passageiros
3508603;cachoeira paulista;0;0;1 - sem passageiros;1 - sem passageiros
3508702;caconde;0;0;1 - sem passageiros;1 - sem passageiros
3508801;cafelândia;0;0;1 - sem passageiros;1 - sem passageiros
3508900;caiabu;0;0;1 - sem passageiros;1 - sem passageiros
3509007;caieiras;0;0;1 - sem passageiros;1 - sem passageiros
3509106;caiuá;0;0;1 - sem passageiros;1 - sem passageiros
3509205;cajamar;0;0;1 - sem passageiros;1 - sem passageiros
3509254;cajati;0;0;1 - sem passageiros;1 - sem passageiros
3509304;cajobi;0;0;1 - sem passageiros;1 - sem passageiros
3509403;cajuru;0;0;1 - sem passageiros;1 - sem passageiros
3509452;campina do monte alegre;0;0;1 - sem passageiros;1 - sem passageiros
3509502;campinas;4872928;475217;6 - a partir de 1.000.001;5 - a partir de 100.001
3509601;campo limpo paulista;0;0;1 - sem passageiros;1 - sem passageiros
3509700;campos do jordão;0;0;1 - sem passageiros;1 - sem passageiros
3509809;campos novos paulista;0;0;1 - sem passageiros;1 - sem passageiros
3509908;cananéia;0;0;1 - sem passageiros;1 - sem passageiros
3509957;canas;0;0;1 - sem passageiros;1 - sem passageiros
3510005;cândido mota;0;0;1 - sem passageiros;1 - sem passageiros
3510104;cândido rodrigues;0;0;1 - sem passageiros;1 - sem passageiros
3510153;canitar;0;0;1 - sem passageiros;1 - sem passageiros
3510203;capão bonito;0;0;1 - sem passageiros;1 - sem passageiros
3510302;capela do alto;0;0;1 - sem passageiros;1 - sem passageiros
3510401;capivari;0;0;1 - sem passageiros;1 - sem passageiros
3510500;caraguatatuba;0;0;1 - sem passageiros;1 - sem passageiros
3510609;carapicuíba;0;0;1 - sem passageiros;1 - sem passageiros
3510708;cardoso;0;0;1 - sem passageiros;1 - sem passageiros
3510807;casa branca;0;0;1 - sem passageiros;1 - sem passageiros
3510906;cássia dos coqueiros;0;0;1 - sem passageiros;1 - sem passageiros
3511003;castilho;0;0;1 - sem passageiros;1 - sem passageiros
3511102;catanduva;0;0;1 - sem passageiros;1 - sem passageiros
3511201;catiguá;0;0;1 - sem passageiros;1 - sem passageiros
3511300;cedral;0;0;1 - sem passageiros;1 - sem passageiros
3511409;cerqueira césar;0;0;1 - sem passageiros;1 - sem passageiros
3511508;cerquilho;0;0;1 - sem passageiros;1 - sem passageiros
3511607;cesário lange;0;0;1 - sem passageiros;1 - sem passageiros
3511706;charqueada;0;0;1 - sem passageiros;1 - sem passageiros
3511904;clementina;0;0;1 - sem passageiros;1 - sem passageiros
3512001;colina;0;0;1 - sem passageiros;1 - sem passageiros
3512100;colômbia;0;0;1 - sem passageiros;1 - sem passageiros
3512209;conchal;0;0;1 - sem passageiros;1 - sem passageiros
3512308;conchas;0;0;1 - sem passageiros;1 - sem passageiros
3512407;cordeirópolis;0;0;1 - sem passageiros;1 - sem passageiros
3512506;coroados;0;0;1 - sem passageiros;1 - sem passageiros
3512605;coronel macedo;0;0;1 - sem passageiros;1 - sem passageiros
3512704;corumbataí;0;0;1 - sem passageiros;1 - sem passageiros
3512803;cosmópolis;0;0;1 - sem passageiros;1 - sem passageiros
3512902;cosmorama;0;0;1 - sem passageiros;1 - sem passageiros
3513009;cotia;0;0;1 - sem passageiros;1 - sem passageiros
3513108;cravinhos;0;0;1 - sem passageiros;1 - sem passageiros
3513207;cristais paulista;0;0;1 - sem passageiros;1 - sem passageiros
3513306;cruzália;0;0;1 - sem passageiros;1 - sem passageiros
3513405;cruzeiro;0;0;1 - sem passageiros;1 - sem passageiros
3513504;cubatão;0;0;1 - sem passageiros;1 - sem passageiros
3513603;cunha;0;0;1 - sem passageiros;1 - sem passageiros
3513702;descalvado;0;0;1 - sem passageiros;1 - sem passageiros
3513801;diadema;0;0;1 - sem passageiros;1 - sem passageiros
3513850;dirce reis;0;0;1 - sem passageiros;1 - sem passageiros
3513900;divinolândia;0;0;1 - sem passageiros;1 - sem passageiros
3514007;dobrada;0;0;1 - sem passageiros;1 - sem passageiros
3514106;dois córregos;0;0;1 - sem passageiros;1 - sem passageiros
3514205;dolcinópolis;0;0;1 - sem passageiros;1 - sem passageiros
3514304;dourado;0;0;1 - sem passageiros;1 - sem passageiros
3514403;dracena;0;0;1 - sem passageiros;1 - sem passageiros
3514502;duartina;0;0;1 - sem passageiros;1 - sem passageiros
3514601;dumont;0;0;1 - sem passageiros;1 - sem passageiros
3514700;echaporã;0;0;1 - sem passageiros;1 - sem passageiros
3514809;eldorado;0;0;1 - sem passageiros;1 - sem passageiros
3514908;elias fausto;0;0;1 - sem passageiros;1 - sem passageiros
3514924;elisiário;0;0;1 - sem passageiros;1 - sem passageiros
3514957;embaúba;0;0;1 - sem passageiros;1 - sem passageiros
3515004;embu das artes;0;0;1 - sem passageiros;1 - sem passageiros
3515103;embu-guaçu;0;0;1 - sem passageiros;1 - sem passageiros
3515129;emilianópolis;0;0;1 - sem passageiros;1 - sem passageiros
3515152;engenheiro coelho;0;0;1 - sem passageiros;1 - sem passageiros
3515186;espírito santo do pinhal;0;0;1 - sem passageiros;1 - sem passageiros
3515194;espírito santo do turvo;0;0;1 - sem passageiros;1 - sem passageiros
3515202;estrela d'oeste;0;0;1 - sem passageiros;1 - sem passageiros
3515301;estrela do norte;0;0;1 - sem passageiros;1 - sem passageiros
3515350;euclides da cunha paulista;0;0;1 - sem passageiros;1 - sem passageiros
3515400;fartura;0;0;1 - sem passageiros;1 - sem passageiros
3515509;fernandópolis;0;0;1 - sem passageiros;1 - sem passageiros
3515608;fernando prestes;0;0;1 - sem passageiros;1 - sem passageiros
3515657;fernão;0;0;1 - sem passageiros;1 - sem passageiros
3515707;ferraz de vasconcelos;0;0;1 - sem passageiros;1 - sem passageiros
3515806;flora rica;0;0;1 - sem passageiros;1 - sem passageiros
3515905;floreal;0;0;1 - sem passageiros;1 - sem passageiros
3516002;flórida paulista;0;0;1 - sem passageiros;1 - sem passageiros
3516101;florínea;0;0;1 - sem passageiros;1 - sem passageiros
3516200;franca;242;0;2 - até 1.000;1 - sem passageiros
3516309;francisco morato;0;0;1 - sem passageiros;1 - sem passageiros
3516408;franco da rocha;0;0;1 - sem passageiros;1 - sem passageiros
3516507;gabriel monteiro;0;0;1 - sem passageiros;1 - sem passageiros
3516606;gália;0;0;1 - sem passageiros;1 - sem passageiros
3516705;garça;0;0;1 - sem passageiros;1 - sem passageiros
3516804;gastão vidigal;0;0;1 - sem passageiros;1 - sem passageiros
3516853;gavião peixoto;0;0;1 - sem passageiros;1 - sem passageiros
3516903;general salgado;0;0;1 - sem passageiros;1 - sem passageiros
3517000;getulina;0;0;1 - sem passageiros;1 - sem passageiros
3517109;glicério;0;0;1 - sem passageiros;1 - sem passageiros
3517208;guaiçara;0;0;1 - sem passageiros;1 - sem passageiros
3517307;guaimbê;0;0;1 - sem passageiros;1 - sem passageiros
3517406;guaíra;114;0;2 - até 1.000;1 - sem passageiros
3517505;guapiaçu;0;0;1 - sem passageiros;1 - sem passageiros
3517604;guapiara;0;0;1 - sem passageiros;1 - sem passageiros
3517703;guará;0;0;1 - sem passageiros;1 - sem passageiros
3517802;guaraçaí;0;0;1 - sem passageiros;1 - sem passageiros
3517901;guaraci;0;0;1 - sem passageiros;1 - sem passageiros
3518008;guarani d'oeste;0;0;1 - sem passageiros;1 - sem passageiros
3518107;guarantã;0;0;1 - sem passageiros;1 - sem passageiros
3518206;guararapes;0;0;1 - sem passageiros;1 - sem passageiros
3518305;guararema;0;0;1 - sem passageiros;1 - sem passageiros
3518404;guaratinguetá;0;0;1 - sem passageiros;1 - sem passageiros
3518503;guareí;0;0;1 - sem passageiros;1 - sem passageiros
3518602;guariba;0;0;1 - sem passageiros;1 - sem passageiros
3518701;guarujá;0;0;1 - sem passageiros;1 - sem passageiros
3518800;guarulhos;0;0;1 - sem passageiros;1 - sem passageiros
3518859;guatapará;0;0;1 - sem passageiros;1 - sem passageiros
3518909;guzolândia;0;0;1 - sem passageiros;1 - sem passageiros
3519006;herculândia;0;0;1 - sem passageiros;1 - sem passageiros
3519055;holambra;0;0;1 - sem passageiros;1 - sem passageiros
3519071;hortolândia;0;0;1 - sem passageiros;1 - sem passageiros
3519105;iacanga;0;0;1 - sem passageiros;1 - sem passageiros
3519204;iacri;0;0;1 - sem passageiros;1 - sem passageiros
3519253;iaras;0;0;1 - sem passageiros;1 - sem passageiros
3519303;ibaté;0;0;1 - sem passageiros;1 - sem passageiros
3519402;ibirá;0;0;1 - sem passageiros;1 - sem passageiros
3519501;ibirarema;0;0;1 - sem passageiros;1 - sem passageiros
3519600;ibitinga;0;0;1 - sem passageiros;1 - sem passageiros
3519709;ibiúna;0;0;1 - sem passageiros;1 - sem passageiros
3519808;icém;0;0;1 - sem passageiros;1 - sem passageiros
3519907;iepê;0;0;1 - sem passageiros;1 - sem passageiros
3520004;igaraçu do tietê;0;0;1 - sem passageiros;1 - sem passageiros
3520103;igarapava;0;0;1 - sem passageiros;1 - sem passageiros
3520202;igaratá;0;0;1 - sem passageiros;1 - sem passageiros
3520301;iguape;0;0;1 - sem passageiros;1 - sem passageiros
3520400;ilhabela;0;0;1 - sem passageiros;1 - sem passageiros
3520426;ilha comprida;0;0;1 - sem passageiros;1 - sem passageiros
3520442;ilha solteira;0;0;1 - sem passageiros;1 - sem passageiros
3520509;indaiatuba;0;0;1 - sem passageiros;1 - sem passageiros
3520608;indiana;0;0;1 - sem passageiros;1 - sem passageiros
3520707;indiaporã;0;0;1 - sem passageiros;1 - sem passageiros
3520806;inúbia paulista;0;0;1 - sem passageiros;1 - sem passageiros
3520905;ipaussu;0;0;1 - sem passageiros;1 - sem passageiros
3521002;iperó;0;0;1 - sem passageiros;1 - sem passageiros
3521101;ipeúna;0;0;1 - sem passageiros;1 - sem passageiros
3521150;ipiguá;0;0;1 - sem passageiros;1 - sem passageiros
3521200;iporanga;0;0;1 - sem passageiros;1 - sem passageiros
3521309;ipuã;0;0;1 - sem passageiros;1 - sem passageiros
3521408;iracemápolis;0;0;1 - sem passageiros;1 - sem passageiros
3521507;irapuã;0;0;1 - sem passageiros;1 - sem passageiros
3521606;irapuru;0;0;1 - sem passageiros;1 - sem passageiros
3521705;itaberá;0;0;1 - sem passageiros;1 - sem passageiros
3521804;itaí;0;0;1 - sem passageiros;1 - sem passageiros
